# Loadout best-response table for the singleplayer bot.
# row = loadout the HUMAN picked (seat P1); the ranked entries are what the
# BOT (seat P2) should answer with. DIRECTIONAL AND SEAT-SPECIFIC: fitted from
# HeuristicBot-vs-HeuristicBot games with fixed seats, so est_winrate is the
# bot's win rate against HeuristicBot playing that loadout, NOT against Marc.
# Generated by CastleDefense.BotArena counter-matrix + counter/analyze.py.
human_team,human_off,human_def,rank,bot_team,bot_off,bot_def,est_winrate,games
Orange,firebomb,wall,2,White,nuke,wall,0.9977,216
Orange,firebomb,wall,3,White,freeze,reinforcements,0.9977,216
Orange,firebomb,wall,4,White,freeze,heal,0.9977,216
Orange,firebomb,wall,5,White,firebomb,heal,0.9977,216
Orange,firebomb,wall,6,White,firebomb,wall,0.9977,216
Orange,firebomb,wall,7,White,freeze,wall,0.9977,216
Orange,snipe,heal,0,White,nuke,reinforcements,0.9977,216
Orange,snipe,heal,1,White,freeze,reinforcements,0.9977,216
Orange,snipe,heal,2,White,firebomb,heal,0.9977,216
Orange,snipe,heal,3,White,firebomb,wall,0.9977,216
Orange,snipe,heal,4,White,freeze,wall,0.9977,216
Orange,snipe,heal,5,White,nuke,wall,0.9933,216
Orange,snipe,heal,6,White,freeze,heal,0.9890,216
Orange,snipe,heal,7,White,firebomb,reinforcements,0.9833,16
Orange,snipe,reinforcements,0,White,nuke,reinforcements,0.9977,216
Orange,snipe,reinforcements,1,White,nuke,heal,0.9977,216
Orange,snipe,reinforcements,2,White,nuke,wall,0.9977,216
Orange,snipe,reinforcements,3,White,freeze,reinforcements,0.9977,216
Orange,snipe,reinforcements,4,White,freeze,heal,0.9977,216
Orange,snipe,reinforcements,5,White,firebomb,wall,0.9977,216
Orange,snipe,reinforcements,6,White,freeze,wall,0.9977,216
Orange,snipe,reinforcements,7,White,firebomb,reinforcements,0.9812,16
Orange,snipe,speed,0,White,nuke,reinforcements,0.9978,216
Orange,snipe,speed,1,White,nuke,heal,0.9978,216
Orange,snipe,speed,2,White,nuke,wall,0.9978,216
Orange,snipe,speed,3,White,freeze,reinforcements,0.9978,216
Orange,snipe,speed,4,White,freeze,heal,0.9978,216
Orange,snipe,speed,5,White,firebomb,heal,0.9978,216
Orange,snipe,speed,6,White,firebomb,wall,0.9978,216
Orange,snipe,speed,7,White,freeze,wall,0.9978,216
Orange,snipe,wall,0,White,nuke,reinforcements,0.9977,216
Orange,snipe,wall,1,White,nuke,heal,0.9977,216
Orange,snipe,wall,2,White,nuke,wall,0.9977,216
Orange,snipe,wall,3,White,freeze,reinforcements,0.9977,216
Orange,snipe,wall,4,White,freeze,heal,0.9977,216
Orange,snipe,wall,5,White,firebomb,heal,0.9977,216
Orange,snipe,wall,6,White,firebomb,wall,0.9977,216
Orange,snipe,wall,7,White,freeze,wall,0.9977,216
Orange,freeze,heal,0,White,nuke,reinforcements,0.9976,216
Orange,freeze,heal,1,White,freeze,reinforcements,0.9976,216
Orange,freeze,heal,2,White,firebomb,wall,0.9976,216
Orange,freeze,heal,3,White,firebomb,reinforcements,0.9976,216
Orange,freeze,heal,4,White,snipe,reinforcements,0.9975,216
Orange,freeze,heal,5,White,firebomb,heal,0.9909,216
Orange,freeze,heal,6,White,freeze,wall,0.9887,216
Orange,freeze,heal,7,Blue,nuke,wall,0.9596,16
Orange,freeze,reinforcements,0,White,nuke,reinforcements,0.9977,216
Orange,freeze,reinforcements,1,White,nuke,heal,0.9977,216
Orange,freeze,reinforcements,2,White,nuke,wall,0.9977,216
Orange,freeze,reinforcements,3,White,freeze,reinforcements,0.9977,216
Orange,freeze,reinforcements,4,White,firebomb,heal,0.9976,216
Orange,freeze,reinforcements,5,White,firebomb,wall,0.9976,216
Orange,freeze,reinforcements,6,White,freeze,wall,0.9976,216
Orange,freeze,reinforcements,7,White,firebomb,reinforcements,0.9976,216
Orange,freeze,speed,0,White,nuke,reinforcements,0.9977,216
Orange,freeze,speed,1,White,freeze,reinforcements,0.9977,216
Orange,freeze,speed,2,White,freeze,heal,0.9977,216
Orange,freeze,speed,3,White,firebomb,heal,0.9977,216
Orange,freeze,speed,4,White,firebomb,wall,0.9977,216
Orange,freeze,speed,5,White,freeze,wall,0.9977,216
Orange,freeze,speed,6,White,nuke,heal,0.9933,216
Orange,freeze,speed,7,White,freeze,speed,0.9846,216
Orange,freeze,wall,0,White,nuke,reinforcements,0.9976,216
Orange,freeze,wall,1,White,freeze,reinforcements,0.9976,216
Orange,freeze,wall,2,White,firebomb,heal,0.9976,216
Orange,freeze,wall,3,White,firebomb,wall,0.9976,216
Orange,freeze,wall,4,White,freeze,wall,0.9976,216
Orange,freeze,wall,5,White,firebomb,reinforcements,0.9976,216
Orange,freeze,wall,6,White,nuke,wall,0.9844,216
Orange,freeze,wall,7,Blue,nuke,heal,0.9759,16
Purple,nuke,heal,0,White,nuke,reinforcements,0.9977,216
Purple,nuke,heal,1,White,nuke,heal,0.9977,216
Purple,nuke,heal,2,White,nuke,wall,0.9977,216
Purple,nuke,heal,3,White,freeze,heal,0.9977,216
Purple,nuke,heal,4,White,firebomb,wall,0.9977,216
Purple,nuke,heal,5,Black,nuke,heal,0.9976,216
Purple,nuke,heal,6,Blue,nuke,heal,0.9976,216
Purple,nuke,heal,7,Black,nuke,wall,0.9976,216
Purple,nuke,reinforcements,0,White,nuke,reinforcements,0.9976,216
Purple,nuke,reinforcements,1,White,nuke,heal,0.9976,216
Purple,nuke,reinforcements,2,White,nuke,wall,0.9976,216
Purple,nuke,reinforcements,3,White,freeze,reinforcements,0.9976,216
Purple,nuke,reinforcements,4,White,freeze,heal,0.9976,216
Purple,nuke,reinforcements,5,White,firebomb,heal,0.9976,216
Purple,nuke,reinforcements,6,White,firebomb,wall,0.9976,216
Purple,nuke,reinforcements,7,White,freeze,wall,0.9976,216
Purple,nuke,speed,0,White,nuke,reinforcements,0.9977,216
Purple,nuke,speed,1,White,nuke,heal,0.9977,216
Purple,nuke,speed,2,White,nuke,wall,0.9977,216
Purple,nuke,speed,3,White,freeze,heal,0.9977,216
Purple,nuke,speed,4,White,firebomb,heal,0.9977,216
Purple,nuke,speed,5,White,firebomb,wall,0.9977,216
Purple,nuke,speed,6,White,freeze,wall,0.9977,216
Purple,nuke,speed,7,White,freeze,speed,0.9977,216
Purple,nuke,wall,0,White,nuke,reinforcements,0.9977,216
Purple,nuke,wall,1,White,nuke,heal,0.9977,216
Purple,nuke,wall,2,White,nuke,wall,0.9977,216
Purple,nuke,wall,3,White,freeze,reinforcements,0.9977,216
Purple,nuke,wall,4,White,firebomb,heal,0.9977,216
Purple,nuke,wall,5,White,firebomb,wall,0.9977,216
Purple,nuke,wall,6,White,freeze,wall,0.9977,216
Purple,nuke,wall,7,White,freeze,speed,0.9976,216
Purple,firebomb,heal,0,White,nuke,reinforcements,0.9977,216
Purple,firebomb,heal,1,White,nuke,heal,0.9977,216
Purple,firebomb,heal,2,White,nuke,wall,0.9977,216
Purple,firebomb,heal,3,White,freeze,reinforcements,0.9977,216
Purple,firebomb,heal,4,White,freeze,heal,0.9977,216
Purple,firebomb,heal,5,White,firebomb,heal,0.9977,216
Purple,firebomb,heal,6,White,firebomb,wall,0.9977,216
Purple,firebomb,heal,7,White,freeze,wall,0.9977,216
Purple,firebomb,reinforcements,0,White,nuke,reinforcements,0.9977,216
Purple,firebomb,reinforcements,1,White,nuke,heal,0.9977,216
Purple,firebomb,reinforcements,2,White,nuke,wall,0.9977,216
Purple,firebomb,reinforcements,3,White,freeze,reinforcements,0.9977,216
Purple,firebomb,reinforcements,4,White,freeze,heal,0.9977,216
Purple,firebomb,reinforcements,5,White,firebomb,heal,0.9977,216
Purple,firebomb,reinforcements,6,White,firebomb,wall,0.9977,216
Purple,firebomb,reinforcements,7,White,freeze,wall,0.9977,216
Purple,firebomb,speed,0,White,nuke,reinforcements,0.9978,216
Purple,firebomb,speed,1,White,nuke,heal,0.9978,216
Purple,firebomb,speed,2,White,nuke,wall,0.9978,216
Purple,firebomb,speed,3,White,freeze,reinforcements,0.9978,216
Purple,firebomb,speed,4,White,freeze,heal,0.9978,216
Purple,firebomb,speed,5,White,firebomb,heal,0.9978,216
Purple,firebomb,speed,6,White,firebomb,wall,0.9978,216
Purple,firebomb,speed,7,White,freeze,wall,0.9978,216
Purple,firebomb,wall,0,White,nuke,reinforcements,0.9977,216
Purple,firebomb,wall,1,White,nuke,heal,0.9977,216
Purple,firebomb,wall,2,White,nuke,wall,0.9977,216
Purple,firebomb,wall,3,White,freeze,reinforcements,0.9977,216
Purple,firebomb,wall,4,White,freeze,heal,0.9977,216
Purple,firebomb,wall,5,White,firebomb,heal,0.9977,216
Purple,firebomb,wall,6,White,firebomb,wall,0.9977,216
Purple,firebomb,wall,7,White,freeze,wall,0.9977,216
Purple,snipe,heal,0,White,nuke,reinforcements,0.9977,216
Purple,snipe,heal,1,White,nuke,heal,0.9977,216
Purple,snipe,heal,2,White,nuke,wall,0.9977,216
Purple,snipe,heal,3,White,freeze,reinforcements,0.9977,216
Purple,snipe,heal,4,White,freeze,heal,0.9977,216
Purple,snipe,heal,5,White,firebomb,heal,0.9977,216
Purple,snipe,heal,6,White,firebomb,wall,0.9977,216
Purple,snipe,heal,7,White,freeze,wall,0.9977,216
Purple,snipe,reinforcements,0,White,nuke,reinforcements,0.9977,216
Purple,snipe,reinforcements,1,White,nuke,heal,0.9977,216
Purple,snipe,reinforcements,2,White,nuke,wall,0.9977,216
Purple,snipe,reinforcements,3,White,freeze,reinforcements,0.9977,216
Purple,snipe,reinforcements,4,White,freeze,heal,0.9977,216
Purple,snipe,reinforcements,5,White,firebomb,heal,0.9977,216
Purple,snipe,reinforcements,6,White,firebomb,wall,0.9977,216
Purple,snipe,reinforcements,7,White,freeze,wall,0.9977,216
Purple,snipe,speed,0,White,nuke,reinforcements,0.9978,216
Purple,snipe,speed,1,White,nuke,heal,0.9978,216
Purple,snipe,speed,2,White,nuke,wall,0.9978,216
Purple,snipe,speed,3,White,freeze,reinforcements,0.9978,216
Purple,snipe,speed,4,White,freeze,heal,0.9978,216
Purple,snipe,speed,5,White,firebomb,heal,0.9978,216
Purple,snipe,speed,6,White,firebomb,wall,0.9978,216
Purple,snipe,speed,7,White,freeze,wall,0.9978,216
Purple,snipe,wall,0,White,nuke,reinforcements,0.9977,216
Purple,snipe,wall,1,White,nuke,heal,0.9977,216
Purple,snipe,wall,2,White,nuke,wall,0.9977,216
Purple,snipe,wall,3,White,freeze,reinforcements,0.9977,216
Purple,snipe,wall,4,White,freeze,heal,0.9977,216
Purple,snipe,wall,5,White,firebomb,heal,0.9977,216
Purple,snipe,wall,6,White,firebomb,wall,0.9977,216
Purple,snipe,wall,7,White,freeze,wall,0.9977,216
Purple,freeze,heal,0,White,nuke,reinforcements,0.9977,216
Purple,freeze,heal,1,White,nuke,heal,0.9977,216
Purple,freeze,heal,2,White,nuke,wall,0.9977,216
Purple,freeze,heal,3,White,freeze,reinforcements,0.9977,216
Purple,freeze,heal,4,White,freeze,heal,0.9977,216
Purple,freeze,heal,5,White,firebomb,heal,0.9977,216
Purple,freeze,heal,6,White,firebomb,wall,0.9977,216
Purple,freeze,heal,7,White,freeze,wall,0.9977,216
Purple,freeze,reinforcements,0,White,nuke,reinforcements,0.9977,216
Purple,freeze,reinforcements,1,White,nuke,heal,0.9977,216
Purple,freeze,reinforcements,2,White,nuke,wall,0.9977,216
Purple,freeze,reinforcements,3,White,freeze,reinforcements,0.9977,216
Purple,freeze,reinforcements,4,White,freeze,heal,0.9977,216
Purple,freeze,reinforcements,5,White,firebomb,heal,0.9977,216
Purple,freeze,reinforcements,6,White,firebomb,wall,0.9977,216
Purple,freeze,reinforcements,7,White,freeze,wall,0.9977,216
Purple,freeze,speed,0,White,nuke,reinforcements,0.9977,216
Purple,freeze,speed,1,White,nuke,heal,0.9977,216
Purple,freeze,speed,2,White,nuke,wall,0.9977,216
Purple,freeze,speed,3,White,freeze,reinforcements,0.9977,216
Purple,freeze,speed,4,White,freeze,heal,0.9977,216
Purple,freeze,speed,5,White,firebomb,heal,0.9977,216
Purple,freeze,speed,6,White,firebomb,wall,0.9977,216
Purple,freeze,speed,7,White,freeze,wall,0.9977,216
Purple,freeze,wall,0,White,nuke,reinforcements,0.9977,216
Purple,freeze,wall,1,White,nuke,heal,0.9977,216
Purple,freeze,wall,2,White,nuke,wall,0.9977,216
Purple,freeze,wall,3,White,freeze,reinforcements,0.9977,216
Purple,freeze,wall,4,White,freeze,heal,0.9977,216
Purple,freeze,wall,5,White,firebomb,heal,0.9977,216
Purple,freeze,wall,6,White,firebomb,wall,0.9977,216
Purple,freeze,wall,7,White,freeze,wall,0.9977,216
Red,nuke,heal,0,White,nuke,reinforcements,0.9977,216
Red,nuke,heal,1,White,nuke,heal,0.9977,216
Red,nuke,heal,2,White,nuke,wall,0.9977,216
Red,nuke,heal,3,White,freeze,heal,0.9976,216
Red,nuke,heal,4,White,firebomb,heal,0.9976,216
Red,nuke,heal,5,White,firebomb,wall,0.9976,216
Red,nuke,heal,6,White,freeze,wall,0.9976,216
Red,nuke,heal,7,White,freeze,speed,0.9976,216
Red,nuke,reinforcements,0,White,nuke,reinforcements,0.9977,216
Red,nuke,reinforcements,1,White,nuke,heal,0.9977,216
Red,nuke,reinforcements,2,White,nuke,wall,0.9977,216
Red,nuke,reinforcements,3,White,freeze,reinforcements,0.9977,216
Red,nuke,reinforcements,4,White,freeze,heal,0.9977,216
Red,nuke,reinforcements,5,White,firebomb,heal,0.9977,216
Red,nuke,reinforcements,6,White,firebomb,wall,0.9977,216
Red,nuke,reinforcements,7,White,freeze,speed,0.9977,216
Red,nuke,speed,0,White,nuke,heal,0.9977,216
Red,nuke,speed,1,White,nuke,wall,0.9977,216
Red,nuke,speed,2,White,freeze,heal,0.9977,216
Red,nuke,speed,3,White,firebomb,heal,0.9977,216
Red,nuke,speed,4,White,firebomb,wall,0.9977,216
Red,nuke,speed,5,White,freeze,wall,0.9977,216
Red,nuke,speed,6,White,freeze,speed,0.9977,216
Red,nuke,speed,7,Black,nuke,heal,0.9977,216
Red,nuke,wall,0,White,nuke,reinforcements,0.9977,216
Red,nuke,wall,1,White,nuke,heal,0.9977,216
Red,nuke,wall,2,White,nuke,wall,0.9977,216
Red,nuke,wall,3,White,freeze,heal,0.9977,216
Red,nuke,wall,4,White,firebomb,heal,0.9977,216
Red,nuke,wall,5,White,firebomb,wall,0.9977,216
Red,nuke,wall,6,White,freeze,wall,0.9977,216
Red,nuke,wall,7,White,freeze,speed,0.9977,216
Red,firebomb,heal,0,White,nuke,reinforcements,0.9977,216
Red,firebomb,heal,1,White,nuke,wall,0.9977,216
Red,firebomb,heal,2,White,freeze,reinforcements,0.9977,216
Red,firebomb,heal,3,White,freeze,heal,0.9977,216
Red,firebomb,heal,4,White,firebomb,heal,0.9977,216
Red,firebomb,heal,5,White,firebomb,wall,0.9977,216
Red,firebomb,heal,6,White,freeze,wall,0.9977,216
Red,firebomb,heal,7,White,firebomb,reinforcements,0.9977,216
Red,firebomb,reinforcements,0,White,nuke,reinforcements,0.9977,216
Red,firebomb,reinforcements,1,White,nuke,heal,0.9977,216
Red,firebomb,reinforcements,2,White,nuke,wall,0.9977,216
Red,firebomb,reinforcements,3,White,freeze,reinforcements,0.9977,216
Red,firebomb,reinforcements,4,White,freeze,heal,0.9977,216
Red,firebomb,reinforcements,5,White,firebomb,heal,0.9977,216
Red,firebomb,reinforcements,6,White,firebomb,wall,0.9977,216
Red,firebomb,reinforcements,7,White,freeze,wall,0.9977,216
Red,firebomb,speed,0,White,nuke,reinforcements,0.9978,216
Red,firebomb,speed,1,White,nuke,heal,0.9978,216
Red,firebomb,speed,2,White,nuke,wall,0.9978,216
Red,firebomb,speed,3,White,freeze,reinforcements,0.9978,216
Red,firebomb,speed,4,White,freeze,heal,0.9978,216
Red,firebomb,speed,5,White,firebomb,heal,0.9978,216
Red,firebomb,speed,6,White,firebomb,wall,0.9978,216
Red,firebomb,speed,7,White,freeze,wall,0.9978,216
Red,firebomb,wall,0,White,nuke,reinforcements,0.9977,216
Red,firebomb,wall,1,White,nuke,heal,0.9977,216
Red,firebomb,wall,2,White,nuke,wall,0.9977,216
Red,firebomb,wall,3,White,freeze,reinforcements,0.9977,216
Red,firebomb,wall,4,White,freeze,heal,0.9977,216
Red,firebomb,wall,5,White,firebomb,wall,0.9977,216
Red,firebomb,wall,6,White,freeze,wall,0.9977,216
Red,firebomb,wall,7,White,freeze,speed,0.9977,216
Red,snipe,heal,0,White,nuke,reinforcements,0.9978,216
Red,snipe,heal,1,White,nuke,heal,0.9978,216
Red,snipe,heal,2,White,nuke,wall,0.9978,216
Red,snipe,heal,3,White,freeze,reinforcements,0.9978,216
Red,snipe,heal,4,White,freeze,heal,0.9978,216
Red,snipe,heal,5,White,firebomb,heal,0.9978,216
Red,snipe,heal,6,White,firebomb,wall,0.9978,216
Red,snipe,heal,7,White,freeze,wall,0.9978,216
Red,snipe,reinforcements,0,White,nuke,reinforcements,0.9977,216
Red,snipe,reinforcements,1,White,nuke,heal,0.9977,216
Red,snipe,reinforcements,2,White,nuke,wall,0.9977,216
Red,snipe,reinforcements,3,White,freeze,reinforcements,0.9977,216
Red,snipe,reinforcements,4,White,freeze,heal,0.9977,216
Red,snipe,reinforcements,5,White,firebomb,heal,0.9977,216
Red,snipe,reinforcements,6,White,firebomb,wall,0.9977,216
Red,snipe,reinforcements,7,White,freeze,wall,0.9977,216
Red,snipe,speed,0,White,nuke,reinforcements,0.9978,216
Red,snipe,speed,1,White,nuke,heal,0.9978,216
Red,snipe,speed,2,White,nuke,wall,0.9978,216
Red,snipe,speed,3,White,freeze,reinforcements,0.9978,216
Red,snipe,speed,4,White,freeze,heal,0.9978,216
Red,snipe,speed,5,White,firebomb,heal,0.9978,216
Red,snipe,speed,6,White,firebomb,wall,0.9978,216
Red,snipe,speed,7,White,freeze,wall,0.9978,216
Red,snipe,wall,0,White,nuke,reinforcements,0.9978,216
Red,snipe,wall,1,White,nuke,heal,0.9978,216
Red,snipe,wall,2,White,nuke,wall,0.9978,216
Red,snipe,wall,3,White,freeze,reinforcements,0.9978,216
Red,snipe,wall,4,White,freeze,heal,0.9978,216
Red,snipe,wall,5,White,firebomb,heal,0.9978,216
Red,snipe,wall,6,White,firebomb,wall,0.9977,216
Red,snipe,wall,7,White,freeze,wall,0.9977,216
Red,freeze,heal,0,White,nuke,reinforcements,0.9977,216
Red,freeze,heal,1,White,nuke,wall,0.9977,216
Red,freeze,heal,2,White,freeze,reinforcements,0.9977,216
Red,freeze,heal,3,White,freeze,heal,0.9977,216
Red,freeze,heal,4,White,firebomb,heal,0.9977,216
Red,freeze,heal,5,White,firebomb,wall,0.9977,216
Red,freeze,heal,6,White,freeze,wall,0.9977,216
Red,freeze,heal,7,White,freeze,speed,0.9977,216
Red,freeze,reinforcements,0,White,nuke,reinforcements,0.9977,216
Red,freeze,reinforcements,1,White,nuke,heal,0.9977,216
Red,freeze,reinforcements,2,White,nuke,wall,0.9977,216
Red,freeze,reinforcements,3,White,freeze,reinforcements,0.9977,216
Red,freeze,reinforcements,4,White,freeze,heal,0.9977,216
Red,freeze,reinforcements,5,White,firebomb,heal,0.9977,216
Red,freeze,reinforcements,6,White,firebomb,wall,0.9977,216
Red,freeze,reinforcements,7,White,freeze,wall,0.9977,216
Red,freeze,speed,0,White,nuke,reinforcements,0.9978,216
Red,freeze,speed,1,White,nuke,heal,0.9978,216
Red,freeze,speed,2,White,nuke,wall,0.9978,216
Red,freeze,speed,3,White,freeze,reinforcements,0.9978,216
Red,freeze,speed,4,White,freeze,heal,0.9978,216
Red,freeze,speed,5,White,firebomb,heal,0.9978,216
Red,freeze,speed,6,White,firebomb,wall,0.9978,216
Red,freeze,speed,7,White,freeze,wall,0.9978,216
Red,freeze,wall,0,White,nuke,reinforcements,0.9977,216
Red,freeze,wall,1,White,nuke,heal,0.9977,216
Red,freeze,wall,2,White,nuke,wall,0.9977,216
Red,freeze,wall,3,White,freeze,reinforcements,0.9977,216
Red,freeze,wall,4,White,freeze,heal,0.9977,216
Red,freeze,wall,5,White,firebomb,heal,0.9977,216
Red,freeze,wall,6,White,firebomb,wall,0.9977,216
Red,freeze,wall,7,White,freeze,wall,0.9977,216
White,nuke,heal,0,White,nuke,heal,0.9976,216
White,nuke,heal,1,White,nuke,wall,0.9976,216
White,nuke,heal,2,White,firebomb,wall,0.9976,216
White,nuke,heal,3,White,freeze,wall,0.9976,216
White,nuke,heal,4,White,freeze,speed,0.9976,216
White,nuke,heal,5,White,nuke,speed,0.9975,216
White,nuke,heal,6,Black,nuke,reinforcements,0.9974,216
White,nuke,heal,7,Black,nuke,heal,0.9814,216
White,nuke,reinforcements,0,White,nuke,heal,0.9976,216
White,nuke,reinforcements,1,White,freeze,heal,0.9976,216
White,nuke,reinforcements,2,White,firebomb,reinforcements,0.9976,216
White,nuke,reinforcements,3,Blue,nuke,heal,0.9976,216
White,nuke,reinforcements,4,Black,nuke,wall,0.9975,216
White,nuke,reinforcements,5,White,nuke,speed,0.9975,216
White,nuke,reinforcements,6,Yellow,nuke,heal,0.9974,216
White,nuke,reinforcements,7,Orange,nuke,heal,0.9974,216
White,nuke,speed,0,White,nuke,heal,0.9976,216
White,nuke,speed,1,White,nuke,wall,0.9976,216
White,nuke,speed,2,White,freeze,heal,0.9976,216
White,nuke,speed,3,White,freeze,wall,0.9976,216
White,nuke,speed,4,White,freeze,speed,0.9976,216
White,nuke,speed,5,Black,nuke,heal,0.9976,216
White,nuke,speed,6,Black,nuke,wall,0.9975,216
White,nuke,speed,7,White,nuke,speed,0.9975,216
White,nuke,wall,0,White,nuke,wall,0.9975,216
White,nuke,wall,1,White,snipe,wall,0.9972,216
White,nuke,wall,2,Black,freeze,speed,0.9972,216
White,nuke,wall,3,White,firebomb,wall,0.6725,216
White,nuke,wall,4,White,firebomb,heal,0.5026,216
White,nuke,wall,5,Black,freeze,heal,0.2515,216
White,nuke,wall,6,Orange,freeze,heal,0.2002,216
White,nuke,wall,7,White,nuke,reinforcements,0.1660,16
White,firebomb,heal,0,White,nuke,reinforcements,0.9976,216
White,firebomb,heal,1,White,nuke,wall,0.9976,216
White,firebomb,heal,2,White,freeze,reinforcements,0.9976,216
White,firebomb,heal,3,White,freeze,heal,0.9976,216
White,firebomb,heal,4,White,firebomb,wall,0.9976,216
White,firebomb,heal,5,White,freeze,wall,0.9976,216
White,firebomb,heal,6,White,firebomb,reinforcements,0.9976,216
White,firebomb,heal,7,Black,nuke,heal,0.9975,216
White,firebomb,reinforcements,0,White,nuke,heal,0.9976,216
White,firebomb,reinforcements,1,White,freeze,reinforcements,0.9976,216
White,firebomb,reinforcements,2,Black,nuke,heal,0.9976,216
White,firebomb,reinforcements,3,Blue,nuke,heal,0.9976,216
White,firebomb,reinforcements,4,Black,nuke,wall,0.9975,216
White,firebomb,reinforcements,5,White,nuke,speed,0.9975,216
White,firebomb,reinforcements,6,Blue,nuke,wall,0.9974,216
White,firebomb,reinforcements,7,Yellow,nuke,heal,0.9974,216
White,firebomb,speed,0,White,nuke,reinforcements,0.9976,216
White,firebomb,speed,1,White,nuke,heal,0.9976,216
White,firebomb,speed,2,White,nuke,wall,0.9976,216
White,firebomb,speed,3,White,freeze,reinforcements,0.9976,216
White,firebomb,speed,4,White,freeze,heal,0.9976,216
White,firebomb,speed,5,White,firebomb,heal,0.9976,216
White,firebomb,speed,6,White,freeze,wall,0.9976,216
White,firebomb,speed,7,White,freeze,speed,0.9976,216
White,firebomb,wall,0,White,nuke,reinforcements,0.9976,216
White,firebomb,wall,1,White,nuke,heal,0.9976,216
White,firebomb,wall,2,White,freeze,reinforcements,0.9976,216
White,firebomb,wall,3,White,firebomb,heal,0.9976,216
White,firebomb,wall,4,White,freeze,wall,0.9976,216
White,firebomb,wall,5,White,firebomb,reinforcements,0.9976,216
White,firebomb,wall,6,Blue,nuke,heal,0.9975,216
White,firebomb,wall,7,Yellow,nuke,reinforcements,0.9974,216
White,snipe,heal,0,White,nuke,reinforcements,0.9976,216
White,snipe,heal,1,White,nuke,heal,0.9976,216
White,snipe,heal,2,White,nuke,wall,0.9976,216
White,snipe,heal,3,White,freeze,reinforcements,0.9976,216
White,snipe,heal,4,White,freeze,heal,0.9976,216
White,snipe,heal,5,White,firebomb,heal,0.9976,216
White,snipe,heal,6,White,firebomb,wall,0.9976,216
White,snipe,heal,7,White,freeze,wall,0.9976,216
White,snipe,reinforcements,0,White,nuke,reinforcements,0.9976,216
White,snipe,reinforcements,1,White,nuke,heal,0.9976,216
White,snipe,reinforcements,2,White,nuke,wall,0.9976,216
White,snipe,reinforcements,3,White,freeze,reinforcements,0.9976,216
White,snipe,reinforcements,4,White,freeze,heal,0.9976,216
White,snipe,reinforcements,5,White,firebomb,wall,0.9976,216
White,snipe,reinforcements,6,White,freeze,wall,0.9976,216
White,snipe,reinforcements,7,White,freeze,speed,0.9976,216
White,snipe,speed,0,White,nuke,reinforcements,0.9977,216
White,snipe,speed,1,White,nuke,heal,0.9977,216
White,snipe,speed,2,White,nuke,wall,0.9977,216
White,snipe,speed,3,White,freeze,reinforcements,0.9977,216
White,snipe,speed,4,White,freeze,heal,0.9977,216
White,snipe,speed,5,White,firebomb,heal,0.9977,216
White,snipe,speed,6,White,firebomb,wall,0.9977,216
White,snipe,speed,7,White,freeze,wall,0.9977,216
White,snipe,wall,0,White,nuke,reinforcements,0.9976,216
White,snipe,wall,1,White,nuke,heal,0.9976,216
White,snipe,wall,2,White,nuke,wall,0.9976,216
White,snipe,wall,3,White,freeze,reinforcements,0.9976,216
White,snipe,wall,4,White,firebomb,heal,0.9976,216
White,snipe,wall,5,White,firebomb,wall,0.9976,216
White,snipe,wall,6,White,freeze,wall,0.9976,216
White,snipe,wall,7,White,freeze,speed,0.9976,216
White,freeze,heal,0,White,nuke,reinforcements,0.9976,216
White,freeze,heal,1,White,nuke,wall,0.9976,216
White,freeze,heal,2,White,freeze,reinforcements,0.9976,216
White,freeze,heal,3,White,firebomb,reinforcements,0.9976,216
White,freeze,heal,4,Black,nuke,heal,0.9976,216
White,freeze,heal,5,Blue,freeze,heal,0.9974,216
White,freeze,heal,6,Red,firebomb,heal,0.9972,216
White,freeze,heal,7,White,snipe,speed,0.9972,216
White,freeze,reinforcements,0,White,nuke,reinforcements,0.9976,216
White,freeze,reinforcements,1,White,nuke,heal,0.9976,216
White,freeze,reinforcements,2,White,nuke,wall,0.9976,216
White,freeze,reinforcements,3,White,freeze,wall,0.9976,216
White,freeze,reinforcements,4,Black,nuke,heal,0.9976,216
White,freeze,reinforcements,5,Blue,nuke,heal,0.9975,216
White,freeze,reinforcements,6,Black,nuke,wall,0.9975,216
White,freeze,reinforcements,7,White,nuke,speed,0.9975,216
White,freeze,speed,0,White,nuke,reinforcements,0.9976,216
White,freeze,speed,1,White,nuke,heal,0.9976,216
White,freeze,speed,2,White,nuke,wall,0.9976,216
White,freeze,speed,3,White,freeze,reinforcements,0.9976,216
White,freeze,speed,4,White,freeze,heal,0.9976,216
White,freeze,speed,5,White,firebomb,heal,0.9976,216
White,freeze,speed,6,White,freeze,wall,0.9976,216
White,freeze,speed,7,White,firebomb,reinforcements,0.9976,216
White,freeze,wall,0,White,nuke,reinforcements,0.9976,216
White,freeze,wall,1,White,freeze,reinforcements,0.9976,216
White,freeze,wall,2,White,firebomb,heal,0.9976,216
White,freeze,wall,3,White,firebomb,reinforcements,0.9976,216
White,freeze,wall,4,Blue,nuke,heal,0.9975,216
White,freeze,wall,5,White,firebomb,speed,0.9975,216
White,freeze,wall,6,White,snipe,reinforcements,0.9974,216
White,freeze,wall,7,Black,nuke,reinforcements,0.9974,216
Yellow,nuke,heal,0,White,nuke,heal,0.9976,216
