STALL TEST -- a high-tier attacking force vs a stream of tier-1 chumps
  castle HP      : 23000 both sides
  income         : $5000/s both sides (spawns are never money-limited)
  attacker teams : Black,Blue,Green,Orange,Purple,Red,White,Yellow
  blocker        : mirror
  tiers          : 5,6,7,8
  force sizes    : 1,3,5 (spawned 1.00s apart)
  escorts        : none,T4 (one every 1.00s while any high-tier unit lives)
  anchors        : none (defender spawns one every 5.00s alongside the chumps)
  chump periods  : 1,2,3,5,10,15,30 ticks  (30.00/s,15.00/s,10.00/s,6.00/s,3.00/s,2.00/s,1.00/s)
  attacker seat  : 1
  attacker castle: normal (chumps can win the game outright)
  horizon        : 36000 ticks (1200s); the real game ends at 600s

  8/1536 runs...  16/1536 runs...  24/1536 runs...  32/1536 runs...  40/1536 runs...  48/1536 runs...  56/1536 runs...  64/1536 runs...  72/1536 runs...  80/1536 runs...  88/1536 runs...  96/1536 runs...  104/1536 runs...  112/1536 runs...  120/1536 runs...  128/1536 runs...  136/1536 runs...  144/1536 runs...  152/1536 runs...  160/1536 runs...  168/1536 runs...  176/1536 runs...  184/1536 runs...  192/1536 runs...  200/1536 runs...  208/1536 runs...  216/1536 runs...  224/1536 runs...  232/1536 runs...  240/1536 runs...  248/1536 runs...  256/1536 runs...  264/1536 runs...  272/1536 runs...  280/1536 runs...  288/1536 runs...  296/1536 runs...  304/1536 runs...  312/1536 runs...  320/1536 runs...  328/1536 runs...  336/1536 runs...  344/1536 runs...  352/1536 runs...  360/1536 runs...  368/1536 runs...  376/1536 runs...  384/1536 runs...  392/1536 runs...  400/1536 runs...  408/1536 runs...  416/1536 runs...  424/1536 runs...  432/1536 runs...  440/1536 runs...  448/1536 runs...  456/1536 runs...  464/1536 runs...  472/1536 runs...  480/1536 runs...  488/1536 runs...  496/1536 runs...  504/1536 runs...  512/1536 runs...  520/1536 runs...  528/1536 runs...  536/1536 runs...  544/1536 runs...  552/1536 runs...  560/1536 runs...  568/1536 runs...  576/1536 runs...  584/1536 runs...  592/1536 runs...  600/1536 runs...  608/1536 runs...  616/1536 runs...  624/1536 runs...  632/1536 runs...  640/1536 runs...  648/1536 runs...  656/1536 runs...  664/1536 runs...  672/1536 runs...  680/1536 runs...  688/1536 runs...  696/1536 runs...  704/1536 runs...  712/1536 runs...  720/1536 runs...  728/1536 runs...  736/1536 runs...  744/1536 runs...  752/1536 runs...  760/1536 runs...  768/1536 runs...  776/1536 runs...  784/1536 runs...  792/1536 runs...  800/1536 runs...  808/1536 runs...  816/1536 runs...  824/1536 runs...  832/1536 runs...  840/1536 runs...  848/1536 runs...  856/1536 runs...  864/1536 runs...  872/1536 runs...  880/1536 runs...  888/1536 runs...  896/1536 runs...  904/1536 runs...  912/1536 runs...  920/1536 runs...  928/1536 runs...  936/1536 runs...  944/1536 runs...  952/1536 runs...  960/1536 runs...  968/1536 runs...  976/1536 runs...  984/1536 runs...  992/1536 runs...  1000/1536 runs...  1008/1536 runs...  1016/1536 runs...  1024/1536 runs...  1032/1536 runs...  1040/1536 runs...  1048/1536 runs...  1056/1536 runs...  1064/1536 runs...  1072/1536 runs...  1080/1536 runs...  1088/1536 runs...  1096/1536 runs...  1104/1536 runs...  1112/1536 runs...  1120/1536 runs...  1128/1536 runs...  1136/1536 runs...  1144/1536 runs...  1152/1536 runs...  1160/1536 runs...  1168/1536 runs...  1176/1536 runs...  1184/1536 runs...  1192/1536 runs...  1200/1536 runs...  1208/1536 runs...  1216/1536 runs...  1224/1536 runs...  1232/1536 runs...  1240/1536 runs...  1248/1536 runs...  1256/1536 runs...  1264/1536 runs...  1272/1536 runs...  1280/1536 runs...  1288/1536 runs...  1296/1536 runs...  1304/1536 runs...  1312/1536 runs...  1320/1536 runs...  1328/1536 runs...  1336/1536 runs...  1344/1536 runs...  1352/1536 runs...  1360/1536 runs...  1368/1536 runs...  1376/1536 runs...  1384/1536 runs...  1392/1536 runs...  1400/1536 runs...  1408/1536 runs...  1416/1536 runs...  1424/1536 runs...  1432/1536 runs...  1440/1536 runs...  1448/1536 runs...  1456/1536 runs...  1464/1536 runs...  1472/1536 runs...  1480/1536 runs...  1488/1536 runs...  1496/1536 runs...  1504/1536 runs...  1512/1536 runs...  1520/1536 runs...  1528/1536 runs...  1536/1536 runs...

################ FORCE: 1x high-tier, no escort | DEFENCE: chumps only ################

--- chumps every 1 ticks (30.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Purple   7  monky                18.4s     DEF WINS        inf      9590      1432   0.15x   27% defender_won            
Purple   8  bigblobbo            29.4s     DEF WINS        inf     63800      6268   0.10x   15% defender_won            
Red      5  birdo                45.6s     DEF WINS        inf       255       333   1.31x   67% defender_won            
Red      6  the_puncher          14.2s     DEF WINS        inf      1620       600   0.37x   72% defender_won            
Red      7  caw                  11.3s     DEF WINS        inf     11805      3816   0.32x   53% defender_won            
Red      8  draggo               29.4s     DEF WINS        inf     94520     18336   0.19x   24% defender_won            
White    5  alpacco              54.7s     DEF WINS        inf       405      1005   2.48x   62% defender_won            
White    6  bread                24.9s     DEF WINS        inf      1690      2421   1.43x   56% defender_won            
White    7  eggo                  8.2s     DEF WINS        inf     10330      5598   0.54x   62% defender_won            
White    8  corn                 57.7s     DEF WINS        inf    115000     40722   0.35x   13% defender_won            
Yellow   5  jig                  37.3s     DEF WINS        inf       300       468   1.56x   59% defender_won            
Yellow   6  bub                  47.4s     DEF WINS        inf       680      1130   1.66x   27% defender_won            
Yellow   7  deus                 19.0s     DEF WINS        inf      6405      4772   0.75x   27% defender_won            
Yellow   8  lyon                 29.4s     DEF WINS        inf     66360     14716   0.22x   15% defender_won            

--- chumps every 2 ticks (15.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            42.7s     DEF WINS        inf       320       302   0.94x   63% defender_won            
Black    6  weirdo               16.9s     DEF WINS        inf      1690       720   0.43x   75% defender_won            
Black    7  gorillo              18.8s     DEF WINS        inf      5915      1980   0.33x   33% defender_won            
Black    8  evilguy              29.4s     DEF WINS        inf     70200     15930   0.23x   48% defender_won            
Blue     5  squid                45.3s     DEF WINS        inf       310       540   1.74x   70% defender_won            
Blue     6  judge                27.6s     DEF WINS        inf      1880      1650   0.88x   48% defender_won            
Blue     7  octoboi              24.1s     DEF WINS        inf      6895      5535   0.80x   27% defender_won            
Blue     8  lightningbear        15.2s     DEF WINS        inf     97080     27726   0.29x   97% defender_won            
Green    5  gecko                45.3s     DEF WINS        inf       230       204   0.89x   71% defender_won            
Green    6  geico                27.5s     DEF WINS        inf      1060       546   0.52x   43% defender_won            
Green    7  nom                   7.9s        57.0s      49.2s      3535       856   0.24x  100% castle_destroyed        
Green    8  trogdor              12.4s     DEF WINS        inf     89400     13278   0.15x  100% defender_won            
Orange   5  scott                41.5s     DEF WINS        inf       125       492   3.94x   80% defender_won            
Orange   6  zander               35.0s     DEF WINS        inf       730      1436   1.97x  100% defender_won            
Orange   7  tiger                18.4s     DEF WINS        inf      8365      5508   0.66x   33% defender_won            
Orange   8  hwy                  19.9s     DEF WINS        inf     99640     27964   0.28x   75% defender_won            
Purple   5  bit                  45.0s     DEF WINS        inf       455       141   0.31x   58% defender_won            
Purple   6  cube                 11.7s     DEF WINS        inf      1740       237   0.14x   83% defender_won            
Purple   7  monky                18.4s     DEF WINS        inf      9590      1026   0.11x   38% defender_won            
Purple   8  bigblobbo            29.4s     DEF WINS        inf     63800      6090   0.10x   43% defender_won            
Red      5  birdo                45.6s     DEF WINS        inf       255       209   0.82x   73% defender_won            
Red      6  the_puncher          14.2s     DEF WINS        inf      1620       479   0.30x   88% defender_won            
Red      7  caw                  11.3s     DEF WINS        inf     11805      2251   0.19x   57% defender_won            
Red      8  draggo               29.4s       >1200s        inf     94520     18000   0.19x   89% survived_horizon        
White    5  alpacco              54.7s     DEF WINS        inf       405       639   1.58x   67% defender_won            
White    6  bread                24.9s     DEF WINS        inf      1690      1521   0.90x   64% defender_won            
White    7  eggo                  8.2s     DEF WINS        inf     10330      2973   0.29x   67% defender_won            
White    8  corn                 57.7s     DEF WINS        inf    115000     39957   0.35x   37% defender_won            
Yellow   5  jig                  37.3s     DEF WINS        inf       300       340   1.13x   71% defender_won            
Yellow   6  bub                  47.4s     DEF WINS        inf       680       614   0.90x   27% defender_won            
Yellow   7  deus                 19.0s     DEF WINS        inf      6405      2988   0.47x   27% defender_won            
Yellow   8  lyon                 29.4s     DEF WINS        inf     66360     14542   0.22x   49% defender_won            

--- chumps every 3 ticks (10.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            42.7s     DEF WINS        inf       320       244   0.76x   75% defender_won            
Black    6  weirdo               16.9s     DEF WINS        inf      1690       630   0.37x  100% defender_won            
Black    7  gorillo              18.8s     DEF WINS        inf      5915      2186   0.37x   62% defender_won            
Black    8  evilguy              29.4s     DEF WINS        inf     70200     15826   0.23x  100% defender_won            
Blue     5  squid                45.3s     DEF WINS        inf       310       450   1.45x   78% defender_won            
Blue     6  judge                27.6s     DEF WINS        inf      1880      1626   0.86x   69% defender_won            
Blue     7  octoboi              24.1s     DEF WINS        inf      6895      4560   0.66x   29% defender_won            
Blue     8  lightningbear        15.2s     DEF WINS        inf     97080     26886   0.28x  100% defender_won            
Green    5  gecko                45.3s     DEF WINS        inf       230       160   0.70x   95% defender_won            
Green    6  geico                27.5s     DEF WINS        inf      1060       469   0.44x   61% defender_won            
Green    7  nom                   7.9s        33.6s      25.7s      3535       336   0.10x  100% castle_destroyed        
Green    8  trogdor              12.4s       >1200s        inf     89400     12000   0.13x  100% survived_horizon        
Orange   5  scott                41.5s     DEF WINS        inf       125       356   2.85x   83% defender_won            
Orange   6  zander               35.0s     DEF WINS        inf       730      1260   1.73x  100% defender_won            
Orange   7  tiger                18.4s     DEF WINS        inf      8365      3640   0.44x   36% defender_won            
Orange   8  hwy                  19.9s     DEF WINS        inf     99640     27456   0.28x  100% defender_won            
Purple   5  bit                  45.0s     DEF WINS        inf       455       111   0.24x   59% defender_won            
Purple   6  cube                 11.7s     DEF WINS        inf      1740       196   0.11x  100% defender_won            
Purple   7  monky                18.4s     DEF WINS        inf      9590      1310   0.14x   66% defender_won            
Purple   8  bigblobbo            29.4s     DEF WINS        inf     63800      6009   0.09x   78% defender_won            
Red      5  birdo                45.6s     DEF WINS        inf       255       165   0.65x   91% defender_won            
Red      6  the_puncher          14.2s     DEF WINS        inf      1620       429   0.26x  100% defender_won            
Red      7  caw                  11.3s     DEF WINS        inf     11805      1841   0.16x  100% defender_won            
Red      8  draggo               29.4s       >1200s        inf     94520     12000   0.13x  100% survived_horizon        
White    5  alpacco              54.7s     DEF WINS        inf       405       582   1.44x   78% defender_won            
White    6  bread                24.9s     DEF WINS        inf      1690      1437   0.85x   91% defender_won            
White    7  eggo                  8.2s     DEF WINS        inf     10330      3300   0.32x  100% defender_won            
White    8  corn                 57.7s       >1200s        inf    115000     36000   0.31x   72% survived_horizon        
Yellow   5  jig                  37.3s     DEF WINS        inf       300       270   0.90x   92% defender_won            
Yellow   6  bub                  47.4s     DEF WINS        inf       680       742   1.09x   38% defender_won            
Yellow   7  deus                 19.0s     DEF WINS        inf      6405      3010   0.47x   63% defender_won            
Yellow   8  lyon                 29.4s     DEF WINS        inf     66360     14304   0.22x   90% defender_won            

--- chumps every 5 ticks (6.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            42.7s     DEF WINS        inf       320       202   0.63x  100% defender_won            
Black    6  weirdo               16.9s     DEF WINS        inf      1690       536   0.32x  100% defender_won            
Black    7  gorillo              18.8s     DEF WINS        inf      5915      2040   0.34x  100% defender_won            
Black    8  evilguy              29.4s       >1200s        inf     70200     14400   0.21x  100% survived_horizon        
Blue     5  squid                45.3s     DEF WINS        inf       310       357   1.15x  100% defender_won            
Blue     6  judge                27.6s     DEF WINS        inf      1880      1563   0.83x  100% defender_won            
Blue     7  octoboi              24.1s     DEF WINS        inf      6895      2541   0.37x   56% defender_won            
Blue     8  lightningbear        15.2s       >1200s        inf     97080     21600   0.22x  100% survived_horizon        
Green    5  gecko                45.3s     DEF WINS        inf       230       136   0.59x  100% defender_won            
Green    6  geico                27.5s     DEF WINS        inf      1060       434   0.41x  100% defender_won            
Green    7  nom                   7.9s        19.5s      11.6s      3535       117   0.03x  100% castle_destroyed        
Green    8  trogdor              12.4s       >1200s        inf     89400      7200   0.08x  100% survived_horizon        
Orange   5  scott                41.5s     DEF WINS        inf       125       276   2.21x  100% defender_won            
Orange   6  zander               35.0s     DEF WINS        inf       730      1148   1.57x  100% defender_won            
Orange   7  tiger                18.4s     DEF WINS        inf      8365      3352   0.40x   60% defender_won            
Orange   8  hwy                  19.9s        NEVER        inf     99640     28352   0.28x  100% force_destroyed_horizon 
Purple   5  bit                  45.0s     DEF WINS        inf       455        79   0.17x   73% defender_won            
Purple   6  cube                 11.7s     DEF WINS        inf      1740       166   0.10x  100% defender_won            
Purple   7  monky                18.4s     DEF WINS        inf      9590       951   0.10x  100% defender_won            
Purple   8  bigblobbo            29.4s     DEF WINS        inf     63800      5880   0.09x  100% defender_won            
Red      5  birdo                45.6s     DEF WINS        inf       255       133   0.52x  100% defender_won            
Red      6  the_puncher          14.2s        56.2s      42.0s      1620       337   0.21x  100% castle_destroyed        
Red      7  caw                  11.3s       218.5s     207.2s     11805      1311   0.11x  100% castle_destroyed        
Red      8  draggo               29.4s       >1200s        inf     94520      7200   0.08x  100% survived_horizon        
White    5  alpacco              54.7s     DEF WINS        inf       405       468   1.16x  100% defender_won            
White    6  bread                24.9s     DEF WINS        inf      1690      1395   0.83x  100% defender_won            
White    7  eggo                  8.2s        51.8s      43.6s     10330       933   0.09x  100% castle_destroyed        
White    8  corn                 57.7s       >1200s        inf    115000     21600   0.19x  100% survived_horizon        
Yellow   5  jig                  37.3s     DEF WINS        inf       300       210   0.70x  100% defender_won            
Yellow   6  bub                  47.4s     DEF WINS        inf       680       504   0.74x   45% defender_won            
Yellow   7  deus                 19.0s       128.2s     109.2s      6405      1540   0.24x  100% castle_destroyed        
Yellow   8  lyon                 29.4s        NEVER        inf     66360     13980   0.21x  100% force_destroyed_horizon 

--- chumps every 10 ticks (3.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            42.7s     DEF WINS        inf       320       170   0.53x  100% defender_won            
Black    6  weirdo               16.9s        30.9s      14.1s      1690       186   0.11x  100% castle_destroyed        
Black    7  gorillo              18.8s        53.7s      34.9s      5915       324   0.05x  100% castle_destroyed        
Black    8  evilguy              29.4s       >1200s        inf     70200      7200   0.10x  100% survived_horizon        
Blue     5  squid                45.3s     DEF WINS        inf       310       327   1.05x  100% defender_won            
Blue     6  judge                27.6s       115.6s      88.0s      1880      1041   0.55x  100% castle_destroyed        
Blue     7  octoboi              24.1s     DEF WINS        inf      6895      3309   0.48x  100% defender_won            
Blue     8  lightningbear        15.2s       >1200s        inf     97080     10800   0.11x  100% survived_horizon        
Green    5  gecko                45.3s        NEVER        inf       230       107   0.47x  100% force_destroyed_horizon 
Green    6  geico                27.5s     DEF WINS        inf      1060       375   0.35x  100% defender_won            
Green    7  nom                   7.9s         9.9s       2.0s      3535        30   0.01x  100% castle_destroyed        
Green    8  trogdor              12.4s       >1200s        inf     89400      3600   0.04x  100% survived_horizon        
Orange   5  scott                41.5s     DEF WINS        inf       125       184   1.47x  100% defender_won            
Orange   6  zander               35.0s        43.2s       8.2s       730       520   0.71x  100% castle_destroyed        
Orange   7  tiger                18.4s        84.7s      66.3s      8365      1020   0.12x  100% castle_destroyed        
Orange   8  hwy                  19.9s       >1200s        inf     99640     14400   0.14x  100% survived_horizon        
Purple   5  bit                  45.0s     DEF WINS        inf       455        75   0.16x  100% defender_won            
Purple   6  cube                 11.7s        18.4s       6.7s      1740        56   0.03x  100% castle_destroyed        
Purple   7  monky                18.4s        65.8s      47.5s      9590       198   0.02x  100% castle_destroyed        
Purple   8  bigblobbo            29.4s       >1200s        inf     63800      3600   0.06x  100% survived_horizon        
Red      5  birdo                45.6s     DEF WINS        inf       255       122   0.48x  100% defender_won            
Red      6  the_puncher          14.2s        29.1s      14.9s      1620        88   0.05x  100% castle_destroyed        
Red      7  caw                  11.3s        26.1s      14.9s     11805        79   0.01x  100% castle_destroyed        
Red      8  draggo               29.4s       >1200s        inf     94520      3600   0.04x  100% survived_horizon        
White    5  alpacco              54.7s     DEF WINS        inf       405       396   0.98x  100% defender_won            
White    6  bread                24.9s        65.4s      40.4s      1690       591   0.35x  100% castle_destroyed        
White    7  eggo                  8.2s        24.5s      16.3s     10330       222   0.02x  100% castle_destroyed        
White    8  corn                 57.7s       >1200s        inf    115000     10800   0.09x  100% survived_horizon        
Yellow   5  jig                  37.3s        NEVER        inf       300       186   0.62x  100% force_destroyed_horizon 
Yellow   6  bub                  47.4s     DEF WINS        inf       680       558   0.82x  100% defender_won            
Yellow   7  deus                 19.0s        43.6s      24.6s      6405       262   0.04x  100% castle_destroyed        
Yellow   8  lyon                 29.4s       >1200s        inf     66360      7200   0.11x  100% survived_horizon        

--- chumps every 15 ticks (2.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            42.7s     DEF WINS        inf       320       150   0.47x  100% defender_won            
Black    6  weirdo               16.9s        25.1s       8.2s      1690       102   0.06x  100% castle_destroyed        
Black    7  gorillo              18.8s        34.6s      15.8s      5915       140   0.02x  100% castle_destroyed        
Black    8  evilguy              29.4s       >1200s        inf     70200      4800   0.07x  100% survived_horizon        
Blue     5  squid                45.3s        NEVER        inf       310       315   1.02x  100% force_destroyed_horizon 
Blue     6  judge                27.6s       105.3s      77.7s      1880       633   0.34x  100% castle_destroyed        
Blue     7  octoboi              24.1s        61.8s      37.7s      6895       372   0.05x  100% castle_destroyed        
Blue     8  lightningbear        15.2s       >1200s        inf     97080      7200   0.07x  100% survived_horizon        
Green    5  gecko                45.3s        NEVER        inf       230       118   0.51x  100% force_destroyed_horizon 
Green    6  geico                27.5s        91.6s      64.2s      1060       184   0.17x  100% castle_destroyed        
Green    7  nom                   7.9s         9.2s       1.3s      3535        19   0.01x  100% castle_destroyed        
Green    8  trogdor              12.4s       >1200s        inf     89400      2400   0.03x  100% survived_horizon        
Orange   5  scott                41.5s        NEVER        inf       125       148   1.18x  100% force_destroyed_horizon 
Orange   6  zander               35.0s        40.2s       5.2s       730       324   0.44x  100% castle_destroyed        
Orange   7  tiger                18.4s        42.8s      24.4s      8365       344   0.04x  100% castle_destroyed        
Orange   8  hwy                  19.9s       >1200s        inf     99640      9600   0.10x  100% survived_horizon        
Purple   5  bit                  45.0s     DEF WINS        inf       455        73   0.16x  100% defender_won            
Purple   6  cube                 11.7s        15.3s       3.6s      1740        31   0.02x  100% castle_destroyed        
Purple   7  monky                18.4s        42.2s      23.8s      9590        85   0.01x  100% castle_destroyed        
Purple   8  bigblobbo            29.4s       >1200s        inf     63800      2400   0.04x  100% survived_horizon        
Red      5  birdo                45.6s        NEVER        inf       255       120   0.47x  100% force_destroyed_horizon 
Red      6  the_puncher          14.2s        20.9s       6.7s      1620        42   0.03x  100% castle_destroyed        
Red      7  caw                  11.3s        19.4s       8.1s     11805        39   0.00x  100% castle_destroyed        
Red      8  draggo               29.4s       >1200s        inf     94520      2400   0.03x  100% survived_horizon        
White    5  alpacco              54.7s     DEF WINS        inf       405       390   0.96x  100% defender_won            
White    6  bread                24.9s        47.4s      22.4s      1690       285   0.17x  100% castle_destroyed        
White    7  eggo                  8.2s        14.8s       6.5s     10330        90   0.01x  100% castle_destroyed        
White    8  corn                 57.7s       >1200s        inf    115000      7200   0.06x  100% survived_horizon        
Yellow   5  jig                  37.3s     DEF WINS        inf       300       170   0.57x  100% defender_won            
Yellow   6  bub                  47.4s     DEF WINS        inf       680       480   0.71x  100% defender_won            
Yellow   7  deus                 19.0s        28.4s       9.4s      6405       114   0.02x  100% castle_destroyed        
Yellow   8  lyon                 29.4s       >1200s        inf     66360      4800   0.07x  100% survived_horizon        

--- chumps every 30 ticks (1.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            42.7s        48.6s       5.8s       320        98   0.31x  100% castle_destroyed        
Black    6  weirdo               16.9s        20.1s       3.3s      1690        42   0.02x  100% castle_destroyed        
Black    7  gorillo              18.8s        21.6s       2.7s      5915        44   0.01x  100% castle_destroyed        
Black    8  evilguy              29.4s        56.3s      27.0s     70200       114   0.00x  100% castle_destroyed        
Blue     5  squid                45.3s        53.7s       8.4s       310       162   0.52x  100% castle_destroyed        
Blue     6  judge                27.6s        37.1s       9.5s      1880       114   0.06x  100% castle_destroyed        
Blue     7  octoboi              24.1s        30.6s       6.6s      6895        93   0.01x  100% castle_destroyed        
Blue     8  lightningbear        15.2s        35.3s      20.1s     97080       108   0.00x  100% castle_destroyed        
Green    5  gecko                45.3s        61.9s      16.7s       230        62   0.27x  100% castle_destroyed        
Green    6  geico                27.5s        47.1s      19.7s      1060        48   0.05x  100% castle_destroyed        
Green    7  nom                   7.9s         8.6s       0.7s      3535         9   0.00x  100% castle_destroyed        
Green    8  trogdor              12.4s        29.3s      16.9s     89400        30   0.00x  100% castle_destroyed        
Orange   5  scott                41.5s        NEVER        inf       125       120   0.96x  100% force_destroyed_horizon 
Orange   6  zander               35.0s        36.6s       1.6s       730       148   0.20x  100% castle_destroyed        
Orange   7  tiger                18.4s        22.7s       4.3s      8365        92   0.01x  100% castle_destroyed        
Orange   8  hwy                  19.9s       >1200s        inf     99640      4800   0.05x  100% survived_horizon        
Purple   5  bit                  45.0s        59.3s      14.3s       455        60   0.13x  100% castle_destroyed        
Purple   6  cube                 11.7s        13.7s       2.0s      1740        14   0.01x  100% castle_destroyed        
Purple   7  monky                18.4s        23.1s       4.7s      9590        24   0.00x  100% castle_destroyed        
Purple   8  bigblobbo            29.4s        68.2s      38.8s     63800        69   0.00x  100% castle_destroyed        
Red      5  birdo                45.6s        51.4s       5.9s       255        52   0.20x  100% castle_destroyed        
Red      6  the_puncher          14.2s        17.0s       2.9s      1620        18   0.01x  100% castle_destroyed        
Red      7  caw                  11.3s        13.9s       2.7s     11805        14   0.00x  100% castle_destroyed        
Red      8  draggo               29.4s        78.4s      49.1s     94520        79   0.00x  100% castle_destroyed        
White    5  alpacco              54.7s        70.5s      15.8s       405       213   0.53x  100% castle_destroyed        
White    6  bread                24.9s        32.4s       7.5s      1690        99   0.06x  100% castle_destroyed        
White    7  eggo                  8.2s        10.2s       2.0s     10330        33   0.00x  100% castle_destroyed        
White    8  corn                 57.7s       121.4s      63.7s    115000       366   0.00x  100% castle_destroyed        
Yellow   5  jig                  37.3s        41.6s       4.3s       300        84   0.28x  100% castle_destroyed        
Yellow   6  bub                  47.4s        89.2s      41.8s       680       180   0.26x  100% castle_destroyed        
Yellow   7  deus                 19.0s        21.1s       2.1s      6405        44   0.01x  100% castle_destroyed        
Yellow   8  lyon                 29.4s        68.2s      38.8s     66360       138   0.00x  100% castle_destroyed        

################ FORCE: 1x high-tier, + T4 escort every second | DEFENCE: chumps only ################

--- chumps every 1 ticks (30.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            24.2s     DEF WINS        inf       189       280   1.48x   60% defender_won            
Black    6  weirdo               21.6s     DEF WINS        inf       638       684   1.07x   60% defender_won            
Black    7  gorillo              20.7s     DEF WINS        inf      2583      3352   1.30x   45% defender_won            
Black    8  evilguy              25.4s     DEF WINS        inf     27715     32784   1.18x   32% defender_won            
Blue     5  squid                27.1s     DEF WINS        inf       223       624   2.80x   65% defender_won            
Blue     6  judge                26.0s     DEF WINS        inf      1112      2802   2.52x   60% defender_won            
Blue     7  octoboi              24.1s     DEF WINS        inf      4806     13356   2.78x   49% defender_won            
Blue     8  lightningbear        14.2s     DEF WINS        inf     37264     69816   1.87x   54% defender_won            
Green    5  gecko                29.6s     DEF WINS        inf       193       210   1.09x   53% defender_won            
Green    6  geico                28.1s     DEF WINS        inf       905       979   1.08x   51% defender_won            
Green    7  nom                  10.9s     DEF WINS        inf      1484      1104   0.74x   51% defender_won            
Green    8  trogdor              11.4s        NEVER        inf     42681     35428   0.83x   51% force_destroyed_horizon 
Orange   5  scott                17.2s     DEF WINS        inf        85       376   4.42x   69% defender_won            
Orange   6  zander               17.1s     DEF WINS        inf       296      1100   3.72x   68% defender_won            
Orange   7  tiger                16.4s     DEF WINS        inf      2603      7436   2.86x   36% defender_won            
Orange   8  hwy                  17.8s     DEF WINS        inf     24443     36112   1.48x   30% defender_won            
Purple   5  bit                  34.1s     DEF WINS        inf       191       106   0.55x   53% defender_won            
Purple   6  cube                 25.0s     DEF WINS        inf       448       119   0.27x   65% defender_won            
Purple   7  monky                24.6s     DEF WINS        inf      3118      1423   0.46x   32% defender_won            
Purple   8  bigblobbo            28.4s     DEF WINS        inf     18360      6713   0.37x   23% defender_won            
Red      5  birdo                28.4s     DEF WINS        inf       142       206   1.45x   67% defender_won            
Red      6  the_puncher          23.4s     DEF WINS        inf       558       520   0.93x   72% defender_won            
Red      7  caw                  15.6s     DEF WINS        inf      4480      4884   1.09x   64% defender_won            
Red      8  draggo               28.4s       >1200s        inf     34504     36000   1.04x   47% survived_horizon        
White    5  alpacco              29.1s     DEF WINS        inf       225       708   3.15x   67% defender_won            
White    6  bread                27.0s     DEF WINS        inf       716      1863   2.60x   64% defender_won            
White    7  eggo                 11.8s     DEF WINS        inf      2984      4563   1.53x   67% defender_won            
White    8  corn                 30.5s     DEF WINS        inf     39182     80898   2.06x   22% defender_won            
Yellow   5  jig                  28.0s     DEF WINS        inf       145       286   1.97x   59% defender_won            
Yellow   6  bub                  28.8s     DEF WINS        inf       459      1108   2.41x   39% defender_won            
Yellow   7  deus                 22.6s     DEF WINS        inf      2828      5456   1.93x   39% defender_won            
Yellow   8  lyon                 28.4s     DEF WINS        inf     21398     28650   1.34x   28% defender_won            

--- chumps every 2 ticks (15.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            24.2s     DEF WINS        inf       264       228   0.86x   71% defender_won            
Black    6  weirdo               21.6s     DEF WINS        inf       963       736   0.76x  100% defender_won            
Black    7  gorillo              20.7s     DEF WINS        inf      5258      4886   0.93x  100% defender_won            
Black    8  evilguy              25.4s       >1200s        inf     44040     36000   0.82x  100% survived_horizon        
Blue     5  squid                27.1s     DEF WINS        inf       292       435   1.49x   79% defender_won            
Blue     6  judge                26.0s     DEF WINS        inf      2009      3183   1.58x  100% defender_won            
Blue     7  octoboi              24.1s       159.5s     135.5s      5059      7179   1.42x  100% castle_destroyed        
Blue     8  lightningbear        14.2s        27.1s      12.9s     20060      1218   0.06x  100% castle_destroyed        
Green    5  gecko                29.6s     DEF WINS        inf       256       138   0.54x   68% defender_won            
Green    6  geico                28.1s     DEF WINS        inf      1409       846   0.60x  100% defender_won            
Green    7  nom                  10.9s        44.2s      33.3s      1652       663   0.40x  100% castle_destroyed        
Green    8  trogdor              11.4s       >1200s        inf     43080     18000   0.42x  100% survived_horizon        
Orange   5  scott                17.2s     DEF WINS        inf        85       220   2.59x   72% defender_won            
Orange   6  zander               17.1s     DEF WINS        inf       386       956   2.48x   90% defender_won            
Orange   7  tiger                16.4s     DEF WINS        inf      3038      5452   1.79x   39% defender_won            
Orange   8  hwy                  17.8s     DEF WINS        inf     28178     32948   1.17x   42% defender_won            
Purple   5  bit                  34.1s     DEF WINS        inf       216        72   0.33x   54% defender_won            
