tick,hp,maxhp,money,inv,own,enemy,p2hp,p2maxhp,p2money,p2inv,p1income,p2income,p1spent,p2spent,p1act,p2act
1694,10053,12000,41,3,7,8,12000,12000,81,3,8,8,18,27,0,0
1695,10053,12000,41,3,7,8,12000,12000,81,3,8,8,18,27,0,0
1696,10053,12000,41,3,7,8,12000,12000,81,3,8,8,18,27,0,0
1697,10053,12000,41,3,7,8,12000,12000,81,3,8,8,18,27,0,0
1698,10053,12000,41,3,7,8,12000,12000,81,3,8,8,18,27,0,0
1699,10053,12000,41,3,7,8,12000,12000,81,3,8,8,18,27,0,0
1700,10053,12000,41,3,7,8,12000,12000,81,3,8,8,18,27,0,0
1701,10053,12000,41,3,7,8,12000,12000,81,3,8,8,18,27,0,0
1702,10053,12000,41,3,7,8,12000,12000,81,3,8,8,18,27,0,0
1703,10053,12000,41,3,7,8,12000,12000,81,3,8,8,18,27,0,0
1704,10053,12000,41,3,8,8,12000,12000,81,3,8,8,18,27,0,0
1705,10053,12000,141,3,8,8,12000,12000,81,3,8,8,18,27,0,0
1706,10053,12000,141,3,8,8,12000,12000,81,3,8,8,18,27,0,0
1707,10053,12000,141,3,8,8,12000,12000,81,3,8,8,18,27,0,0
1708,10053,12000,141,3,8,8,12000,12000,81,3,8,8,18,27,0,0
1709,10053,12000,141,3,8,8,12000,12000,81,3,8,8,18,27,0,0
1710,10053,12000,149,3,8,8,12000,12000,89,3,8,8,18,27,0,0
1711,10053,12000,149,3,8,8,12000,12000,89,3,8,8,18,27,0,0
1712,10053,12000,149,3,8,8,12000,12000,89,3,8,8,18,27,0,0
1713,10053,12000,149,3,8,8,12000,12000,89,3,8,8,18,27,0,0
1714,10053,12000,149,3,9,8,12000,12000,89,3,8,8,18,27,0,0
1715,10053,12000,149,3,9,8,12000,12000,89,3,8,8,18,27,0,0
1716,10053,12000,149,3,9,8,12000,12000,89,3,8,8,18,27,0,0
1717,10053,12000,149,3,9,8,12000,12000,89,3,8,8,18,27,0,0
1718,10053,12000,149,3,9,8,12000,12000,89,3,8,8,18,27,0,0
1719,10053,12000,149,3,9,8,12000,12000,89,3,8,8,18,27,0,0
1720,10053,12000,149,3,9,5,12000,12000,89,3,8,8,18,27,0,0
1721,10053,12000,149,3,9,5,12000,12000,89,3,8,8,18,27,0,0
1722,10053,12000,149,3,9,5,12000,12000,89,3,8,8,18,27,0,0
1723,10053,12000,149,3,9,5,12000,12000,89,3,8,8,18,27,0,0
1724,10053,12000,149,3,9,5,12000,12000,89,3,8,8,18,27,0,0
1725,10053,12000,149,3,9,5,12000,12000,89,3,8,8,18,27,0,0
1726,10053,12000,149,3,9,5,12000,12000,89,3,8,8,18,27,0,0
1727,10053,12000,149,3,9,5,12000,12000,89,3,8,8,18,27,0,0
1728,10053,12000,149,3,9,5,12000,12000,89,3,8,8,18,27,0,0
1729,10053,12000,149,3,9,5,12000,12000,89,3,8,8,18,27,0,0
1730,10053,12000,149,3,9,5,12000,12000,89,3,8,8,18,27,0,0
1731,10053,12000,149,3,9,5,12000,12000,89,3,8,8,18,27,0,0
1732,10053,12000,149,3,9,5,12000,12000,89,3,8,8,18,27,0,0
1733,10053,12000,149,3,9,5,12000,12000,89,3,8,8,18,27,0,0
1734,10053,12000,149,3,9,5,12000,12000,89,3,8,8,18,27,0,0
1735,10053,12000,149,3,9,5,12000,12000,89,3,8,8,18,27,0,0
1736,10053,12000,149,3,9,5,12000,12000,89,3,8,8,18,27,0,0
1737,10053,12000,149,3,9,5,12000,12000,89,3,8,8,18,27,0,0
1738,10053,12000,149,3,9,5,12000,12000,89,3,8,8,18,27,0,0
1739,10053,12000,149,3,9,5,12000,12000,89,3,8,8,18,27,0,0
1740,10053,12000,158,3,9,5,12000,12000,98,3,8,8,18,27,0,0
1741,10053,12000,158,3,9,5,12000,12000,98,3,8,8,18,27,0,0
1742,10053,12000,158,3,9,5,12000,12000,78,3,8,8,18,27,0,11
1743,10053,12000,158,3,9,5,12000,12000,78,3,8,8,18,27,0,0
1744,10053,12000,158,3,9,5,12000,12000,78,3,8,8,18,27,0,0
1745,10053,12000,158,3,9,5,12000,12000,78,3,8,8,18,27,0,0
1746,10053,12000,158,3,9,5,12000,12000,78,3,8,8,18,27,0,0
1747,10053,12000,158,3,9,5,12000,12000,78,3,8,8,18,27,0,0
1748,10053,12000,158,3,9,5,12000,12000,78,3,8,8,18,27,0,0
1749,10053,12000,158,3,9,5,12000,12000,78,3,8,8,18,27,0,0
1750,10053,12000,158,3,9,5,12000,12000,78,3,8,8,18,27,0,0
1751,10053,12000,158,3,9,5,12000,12000,78,3,8,8,18,27,0,0
1752,10053,12000,158,3,9,5,12000,12000,78,3,8,8,18,27,0,0
1753,10053,12000,158,3,9,5,12000,12000,78,3,8,8,18,27,0,0
1754,10053,12000,158,3,9,5,12000,12000,78,3,8,8,18,27,0,0
1755,10053,12000,158,3,9,5,12000,12000,78,3,8,8,18,27,0,0
1756,10053,12000,158,3,9,5,12000,12000,78,3,8,8,18,27,0,0
1757,10053,12000,158,3,9,5,12000,12000,13,3,8,8,18,27,0,13
1758,10053,12000,158,3,9,5,12000,12000,13,3,8,8,18,27,0,0
1759,10053,12000,158,3,9,5,12000,12000,13,3,8,8,18,27,0,0
1760,10053,12000,158,3,9,5,12000,12000,13,3,8,8,18,27,0,0
1761,10053,12000,158,3,9,5,12000,12000,13,3,8,8,18,27,0,0
1762,10053,12000,158,3,9,5,12000,12000,13,3,8,8,18,27,0,0
1763,10053,12000,158,3,9,5,12000,12000,13,3,8,8,18,27,0,0
1764,10053,12000,158,3,9,5,12000,12000,13,3,8,8,18,27,0,0
1765,10053,12000,158,3,9,5,12000,12000,13,3,8,8,18,27,0,0
1766,10053,12000,158,3,9,5,12000,12000,13,3,8,8,18,27,0,0
1767,10053,12000,158,3,9,5,12000,12000,13,3,8,8,18,27,0,0
1768,10053,12000,158,3,9,5,12000,12000,13,3,8,8,18,27,0,0
1769,10053,12000,158,3,9,5,12000,12000,13,3,8,8,18,27,0,0
1770,10053,12000,166,3,9,5,12000,12000,21,3,8,8,18,27,0,0
1771,10053,12000,166,3,9,5,12000,12000,21,3,8,8,18,27,0,0
1772,10053,12000,166,3,9,6,12000,12000,9,3,8,8,18,27,0,12
1773,10053,12000,166,3,9,6,12000,12000,9,3,8,8,18,27,0,0
1774,10053,12000,166,3,9,6,12000,12000,9,3,8,8,18,27,0,0
1775,10053,12000,166,3,9,6,12000,12000,9,3,8,8,18,27,0,0
1776,10053,12000,166,3,9,6,12000,12000,9,3,8,8,18,27,0,0
1777,10053,12000,166,3,9,6,12000,12000,9,3,8,8,18,27,0,0
1778,10053,12000,166,3,9,6,12000,12000,9,3,8,8,18,27,0,0
1779,10053,12000,166,3,9,6,12000,12000,9,3,8,8,18,27,0,0
1780,10053,12000,166,3,9,6,12000,12000,9,3,8,8,18,27,0,0
1781,10053,12000,166,3,9,6,12000,12000,9,3,8,8,18,27,0,0
1782,10053,12000,166,3,9,7,12000,12000,9,3,8,8,18,27,0,0
1783,10053,12000,166,3,9,7,12000,12000,9,3,8,8,18,27,0,0
1784,10053,12000,166,3,9,7,12000,12000,9,3,8,8,18,27,0,0
1785,10053,12000,166,3,9,7,12000,12000,9,3,8,8,18,27,0,0
1786,10053,12000,166,3,9,7,12000,12000,9,3,8,8,18,27,0,0
1787,10053,12000,166,3,9,7,12000,12000,9,3,8,8,18,27,0,0
1788,10053,12000,166,3,9,7,12000,12000,9,3,8,8,18,27,0,0
1789,10053,12000,166,3,9,7,12000,12000,9,3,8,8,18,27,0,0
1790,9953,12000,166,3,3,7,11900,12000,9,3,8,8,18,27,0,0
1791,9953,12000,166,3,3,7,11900,12000,9,3,8,8,18,27,0,0
1792,9953,12000,166,3,3,8,11900,12000,9,3,8,8,18,27,0,0
1793,9953,12000,166,3,3,8,11900,12000,9,3,8,8,18,27,0,0
1794,9953,12000,166,3,3,8,11900,12000,9,3,8,8,18,27,0,0
1795,9953,12000,166,3,3,8,11900,12000,9,3,8,8,18,27,0,0
1796,9953,12000,166,3,3,8,11900,12000,9,3,8,8,18,27,0,0
1797,9953,12000,166,3,3,8,11900,12000,9,3,8,8,18,27,0,0
1798,9953,12000,166,3,3,8,11900,12000,9,3,8,8,18,27,0,0
1799,9953,12000,166,3,3,8,11900,12000,9,3,8,8,18,27,0,0
1800,9953,12000,175,3,3,8,11900,12000,17,3,8,8,18,27,0,0
1801,9953,12000,175,3,3,8,11900,12000,17,3,8,8,18,27,0,0
1802,9953,12000,175,3,3,9,11900,12000,17,3,8,8,18,27,0,0
1803,9953,12000,175,3,3,9,11900,12000,17,3,8,8,18,27,0,0
1804,9953,12000,175,3,3,9,11900,12000,17,3,8,8,18,27,0,0
1805,9953,12000,175,3,3,9,11900,12000,117,3,8,8,18,27,0,0
1806,9953,12000,175,3,3,9,11900,12000,117,3,8,8,18,27,0,0
1807,9953,12000,175,3,3,9,11900,12000,117,3,8,8,18,27,0,0
1808,9953,12000,175,3,3,9,11900,12000,117,3,8,8,18,27,0,0
1809,9953,12000,175,3,3,9,11900,12000,117,3,8,8,18,27,0,0
1810,9953,12000,175,3,3,9,11900,12000,117,3,8,8,18,27,0,0
1811,9953,12000,175,3,3,9,11900,12000,117,3,8,8,18,27,0,0
1812,9953,12000,175,3,3,10,11900,12000,117,3,8,8,18,27,0,0
1813,9953,12000,175,3,3,10,11900,12000,117,3,8,8,18,27,0,0
1814,9953,12000,175,3,3,10,11900,12000,117,3,8,8,18,27,0,0
1815,9953,12000,175,3,3,10,11900,12000,117,3,8,8,18,27,0,0
1816,9953,12000,175,3,3,10,11900,12000,117,3,8,8,18,27,0,0
1817,9953,12000,175,3,3,10,11900,12000,117,3,8,8,18,27,0,0
1818,9953,12000,175,3,2,10,11900,12000,117,3,8,8,18,27,0,0
1819,9953,12000,175,3,2,10,11900,12000,117,3,8,8,18,27,0,0
1820,9953,12000,175,3,2,10,11900,12000,117,3,8,8,18,27,0,0
1821,9953,12000,175,3,2,10,11900,12000,117,3,8,8,18,27,0,0
1822,9953,12000,175,3,2,10,11900,12000,117,3,8,8,18,27,0,0
1823,9953,12000,175,3,2,10,11900,12000,117,3,8,8,18,27,0,0
1824,9953,12000,175,3,2,10,11900,12000,117,3,8,8,18,27,0,0
1825,9953,12000,175,3,2,10,11900,12000,117,3,8,8,18,27,0,0
1826,9953,12000,175,3,2,10,11900,12000,117,3,8,8,18,27,0,0
1827,9953,12000,175,3,2,10,11900,12000,117,3,8,8,18,27,0,0
1828,9953,12000,175,3,2,10,11900,12000,117,3,8,8,18,27,0,0
1829,9953,12000,175,3,2,10,11900,12000,117,3,8,8,18,27,0,0
1830,9953,12000,183,3,2,10,11900,12000,126,3,8,8,18,27,0,0
1831,9953,12000,183,3,2,10,11900,12000,126,3,8,8,18,27,0,0
1832,9953,12000,183,3,2,10,11900,12000,126,3,8,8,18,27,0,0
1833,9953,12000,183,3,2,10,11900,12000,126,3,8,8,18,27,0,0
1834,9953,12000,183,3,2,10,11900,12000,126,3,8,8,18,27,0,0
1835,9953,12000,183,3,2,10,11900,12000,126,3,8,8,18,27,0,0
1836,9953,12000,183,3,2,10,11900,12000,126,3,8,8,18,27,0,0
1837,9953,12000,183,3,2,10,11900,12000,126,3,8,8,18,27,0,0
1838,9953,12000,183,3,2,10,11900,12000,126,3,8,8,18,27,0,0
1839,9953,12000,183,3,1,10,11900,12000,126,3,8,8,18,27,0,0
1840,9953,12000,183,3,1,10,11900,12000,126,3,8,8,18,27,0,0
1841,9953,12000,183,3,1,10,11900,12000,126,3,8,8,18,27,0,0
1842,9953,12000,183,3,1,10,11900,12000,126,3,8,8,18,27,0,0
1843,9953,12000,183,3,1,10,11900,12000,126,3,8,8,18,27,0,0
1844,9953,12000,183,3,1,10,11900,12000,126,3,8,8,18,27,0,0
1845,9953,12000,183,3,1,10,11900,12000,126,3,8,8,18,27,0,0
1846,9953,12000,183,3,1,10,11900,12000,126,3,8,8,18,27,0,0
1847,9953,12000,183,3,1,10,11900,12000,126,3,8,8,18,27,0,0
1848,9953,12000,183,3,1,10,11900,12000,126,3,8,8,18,27,0,0
1849,9953,12000,183,3,1,10,11900,12000,126,3,8,8,18,27,0,0
1850,9953,12000,183,3,1,10,11900,12000,126,3,8,8,18,27,0,0
1851,9953,12000,183,3,1,10,11900,12000,126,3,8,8,18,27,0,0
1852,9953,12000,183,3,1,10,11900,12000,126,3,8,8,18,27,0,0
1853,9953,12000,183,3,1,10,11900,12000,126,3,8,8,18,27,0,0
1854,9953,12000,183,3,1,10,11900,12000,126,3,8,8,18,27,0,0
1855,9953,12000,183,3,1,10,11900,12000,126,3,8,8,18,27,0,0
1856,9953,12000,183,3,1,10,11900,12000,126,3,8,8,18,27,0,0
1857,9953,12000,183,3,1,10,11900,12000,126,3,8,8,18,27,0,0
1858,9953,12000,183,3,1,10,11900,12000,126,3,8,8,18,27,0,0
1859,9953,12000,183,3,1,10,11900,12000,126,3,8,8,18,27,0,0
1860,9953,12000,192,3,1,10,11900,12000,134,3,8,8,18,27,0,0
1861,9953,12000,192,3,1,10,11900,12000,134,3,8,8,18,27,0,0
1862,9953,12000,192,3,1,10,11900,12000,134,3,8,8,18,27,0,0
1863,9953,12000,192,3,1,10,11900,12000,134,3,8,8,18,27,0,0
1864,9953,12000,192,3,1,10,11900,12000,134,3,8,8,18,27,0,0
1865,9953,12000,192,3,1,10,11900,12000,134,3,8,8,18,27,0,0
1866,9953,12000,192,3,1,10,11900,12000,134,3,8,8,18,27,0,0
1867,9953,12000,192,3,1,10,11900,12000,134,3,8,8,18,27,0,0
1868,9953,12000,192,3,1,10,11900,12000,134,3,8,8,18,27,0,0
1869,9953,12000,192,3,0,10,11900,12000,134,3,8,8,18,27,0,0
1870,9953,12000,192,3,0,10,11900,12000,134,3,8,8,18,27,0,0
1871,9953,12000,192,3,0,10,11900,12000,134,3,8,8,18,27,0,0
1872,9953,12000,192,3,0,10,11900,12000,134,3,8,8,18,27,0,0
1873,9953,12000,192,3,0,10,11900,12000,134,3,8,8,18,27,0,0
1874,9953,12000,192,3,0,10,11900,12000,134,3,8,8,18,27,0,0
1875,9953,12000,192,3,0,10,11900,12000,134,3,8,8,18,27,0,0
1876,9953,12000,180,3,1,10,11900,12000,134,3,8,8,18,27,12,0
1877,9953,12000,180,3,1,10,11900,12000,134,3,8,8,18,27,0,0
1878,9953,12000,180,3,1,10,11900,12000,134,3,8,8,18,27,0,0
1879,9953,12000,180,3,1,10,11900,12000,134,3,8,8,18,27,0,0
1880,9953,12000,180,3,1,10,11900,12000,134,3,8,8,18,27,0,0
1881,9953,12000,180,3,1,10,11900,12000,134,3,8,8,18,27,0,0
1882,9953,12000,180,3,1,10,11900,12000,134,3,8,8,18,27,0,0
1883,9953,12000,180,3,1,10,11900,12000,134,3,8,8,18,27,0,0
1884,9953,12000,180,3,1,10,11900,12000,134,3,8,8,18,27,0,0
1885,9953,12000,180,3,1,10,11900,12000,134,3,8,8,18,27,0,0
1886,9953,12000,180,3,2,10,11900,12000,134,3,8,8,18,27,0,0
1887,9953,12000,180,3,2,10,11900,12000,134,3,8,8,18,27,0,0
1888,9953,12000,180,3,2,10,11900,12000,134,3,8,8,18,27,0,0
1889,9953,12000,180,3,2,10,11900,12000,134,3,8,8,18,27,0,0
1890,9953,12000,188,3,2,10,11900,12000,143,3,8,8,18,27,0,0
1891,9953,12000,188,3,2,10,11900,12000,143,3,8,8,18,27,0,0
1892,9953,12000,188,3,2,10,11900,12000,143,3,8,8,18,27,0,0
1893,9953,12000,188,3,2,10,11900,12000,143,3,8,8,18,27,0,0
1894,9953,12000,188,3,2,10,11900,12000,143,3,8,8,18,27,0,0
1895,9953,12000,188,3,2,10,11900,12000,143,3,8,8,18,27,0,0
1896,9953,12000,188,3,3,10,11900,12000,143,3,8,8,18,27,0,0
1897,9953,12000,188,3,3,10,11900,12000,143,3,8,8,18,27,0,0
1898,9953,12000,188,3,3,10,11900,12000,143,3,8,8,18,27,0,0
1899,9953,12000,188,3,3,10,11900,12000,143,3,8,8,18,27,0,0
1900,9953,12000,188,3,3,10,11900,12000,143,3,8,8,18,27,0,0
1901,9953,12000,188,3,3,10,11900,12000,143,3,8,8,18,27,0,0
1902,9953,12000,188,3,3,10,11900,12000,143,3,8,8,18,27,0,0
1903,9953,12000,188,3,3,10,11900,12000,143,3,8,8,18,27,0,0
1904,9953,12000,188,3,3,10,11900,12000,143,3,8,8,18,27,0,0
1905,9953,12000,188,3,3,10,11900,12000,143,3,8,8,18,27,0,0
1906,9953,12000,188,3,4,10,11900,12000,143,3,8,8,18,27,0,0
1907,9953,12000,188,3,4,10,11900,12000,143,3,8,8,18,27,0,0
1908,9953,12000,188,3,4,10,11900,12000,143,3,8,8,18,27,0,0
1909,9953,12000,188,3,4,10,11900,12000,143,3,8,8,18,27,0,0
1910,9953,12000,188,3,4,10,11900,12000,143,3,8,8,18,27,0,0
1911,9953,12000,188,3,4,10,11900,12000,143,3,8,8,18,27,0,0
1912,9953,12000,188,3,4,10,11900,12000,143,3,8,8,18,27,0,0
1913,9953,12000,188,3,4,10,11900,12000,143,3,8,8,18,27,0,0
1914,9953,12000,188,3,4,10,11900,12000,143,3,8,8,18,27,0,0
1915,9953,12000,188,3,4,10,11900,12000,143,3,8,8,18,27,0,0
1916,9953,12000,188,3,5,10,11900,12000,143,3,8,8,18,27,0,0
1917,9953,12000,188,3,5,10,11900,12000,143,3,8,8,18,27,0,0
1918,9953,12000,188,3,5,10,11900,12000,143,3,8,8,18,27,0,0
1919,9953,12000,188,3,5,10,11900,12000,143,3,8,8,18,27,0,0
1920,9953,12000,196,3,5,10,11900,12000,151,3,8,8,18,27,0,0
1921,9953,12000,196,3,5,10,11900,12000,151,3,8,8,18,27,0,0
1922,9953,12000,196,3,5,9,11900,12000,151,3,8,8,18,27,0,0
1923,9953,12000,196,3,5,9,11900,12000,151,3,8,8,18,27,0,0
1924,9953,12000,196,3,5,9,11900,12000,151,3,8,8,18,27,0,0
1925,9953,12000,196,3,5,9,11900,12000,151,3,8,8,18,27,0,0
1926,9953,12000,196,3,5,9,11900,12000,151,3,8,8,18,27,0,0
1927,9953,12000,196,3,5,9,11900,12000,151,3,8,8,18,27,0,0
1928,9953,12000,196,3,5,9,11900,12000,151,3,8,8,18,27,0,0
1929,9953,12000,196,3,5,9,11900,12000,151,3,8,8,18,27,0,0
1930,9953,12000,196,3,5,9,11900,12000,151,3,8,8,18,27,0,0
1931,9953,12000,196,3,5,9,11900,12000,151,3,8,8,18,27,0,0
1932,9953,12000,196,3,5,8,11900,12000,151,3,8,8,18,27,0,0
1933,9953,12000,196,3,5,8,11900,12000,151,3,8,8,18,27,0,0
1934,9953,12000,196,3,5,8,11900,12000,151,3,8,8,18,27,0,0
1935,9953,12000,196,3,5,8,11900,12000,151,3,8,8,18,27,0,0
1936,9953,12000,196,3,5,8,11900,12000,151,3,8,8,18,27,0,0
1937,9953,12000,196,3,5,8,11900,12000,151,3,8,8,18,27,0,0
1938,9953,12000,196,3,5,8,11900,12000,151,3,8,8,18,27,0,0
1939,9953,12000,196,3,5,8,11900,12000,151,3,8,8,18,27,0,0
1940,9953,12000,196,3,5,8,11900,12000,151,3,8,8,18,27,0,0
1941,9953,12000,196,3,5,8,11900,12000,151,3,8,8,18,27,0,0
1942,9953,12000,27,4,5,8,11900,12000,151,3,20,8,18,27,9,0
1943,9953,12000,27,4,5,7,11900,12000,151,3,20,8,18,27,0,0
1944,9953,12000,27,4,5,7,11900,12000,151,3,20,8,18,27,0,0
1945,9953,12000,27,4,5,7,11900,12000,151,3,20,8,18,27,0,0
1946,9953,12000,27,4,5,7,11900,12000,151,3,20,8,18,27,0,0
1947,9953,12000,27,4,5,7,11900,12000,151,3,20,8,18,27,0,0
1948,9953,12000,27,4,5,7,11900,12000,151,3,20,8,18,27,0,0
1949,9953,12000,27,4,5,7,11900,12000,151,3,20,8,18,27,0,0
1950,9953,12000,47,4,5,7,11900,12000,160,3,20,8,18,27,0,0
1951,9953,12000,47,4,5,7,11900,12000,160,3,20,8,18,27,0,0
1952,9953,12000,47,4,5,7,11900,12000,160,3,20,8,18,27,0,0
1953,9953,12000,47,4,5,7,11900,12000,160,3,20,8,18,27,0,0
1954,9953,12000,47,4,5,7,11900,12000,160,3,20,8,18,27,0,0
1955,9953,12000,47,4,5,7,11900,12000,160,3,20,8,18,27,0,0
1956,9953,12000,47,4,5,7,11900,12000,160,3,20,8,18,27,0,0
1957,9953,12000,47,4,5,7,11900,12000,160,3,20,8,18,27,0,0
1958,9953,12000,47,4,5,6,11900,12000,160,3,20,8,18,27,0,0
1959,9953,12000,47,4,5,6,11900,12000,160,3,20,8,18,27,0,0
1960,9953,12000,47,4,5,6,11900,12000,160,3,20,8,18,27,0,0
1961,9953,12000,47,4,5,6,11900,12000,160,3,20,8,18,27,0,0
1962,9953,12000,47,4,5,6,11900,12000,160,3,20,8,18,27,0,0
1963,9953,12000,47,4,5,6,11900,12000,160,3,20,8,18,27,0,0
1964,9953,12000,47,4,5,6,11900,12000,160,3,20,8,18,27,0,0
1965,9953,12000,47,4,5,6,11900,12000,160,3,20,8,18,27,0,0
1966,9953,12000,47,4,5,6,11900,12000,160,3,20,8,18,27,0,0
1967,9953,12000,47,4,5,7,11900,12000,148,3,20,8,18,27,0,12
1968,9953,12000,47,4,5,6,11900,12000,148,3,20,8,18,27,0,0
1969,9953,12000,47,4,5,6,11900,12000,148,3,20,8,18,27,0,0
1970,9953,12000,47,4,5,6,11900,12000,148,3,20,8,18,27,0,0
1971,9953,12000,47,4,5,6,11900,12000,148,3,20,8,18,27,0,0
1972,9953,12000,47,4,5,6,11900,12000,148,3,20,8,18,27,0,0
1973,9953,12000,47,4,5,6,11900,12000,148,3,20,8,18,27,0,0
1974,9953,12000,47,4,5,6,11900,12000,148,3,20,8,18,27,0,0
1975,9953,12000,47,4,5,6,11900,12000,148,3,20,8,18,27,0,0
1976,9953,12000,47,4,5,6,11900,12000,148,3,20,8,18,27,0,0
1977,9953,12000,47,4,5,7,11900,12000,148,3,20,8,18,27,0,0
1978,9953,12000,47,4,5,7,11900,12000,148,3,20,8,18,27,0,0
1979,9953,12000,47,4,5,7,11900,12000,148,3,20,8,18,27,0,0
1980,9953,12000,67,4,5,7,11900,12000,156,3,20,8,18,27,0,0
1981,9953,12000,67,4,5,7,11900,12000,156,3,20,8,18,27,0,0
1982,9953,12000,67,4,5,8,11900,12000,138,3,20,8,18,45,0,4
1983,9953,12000,67,4,5,8,11900,12000,138,3,20,8,18,45,0,0
1984,9953,12000,67,4,5,8,11900,12000,138,3,20,8,18,45,0,0
1985,9953,12000,67,4,5,8,11900,12000,138,3,20,8,18,45,0,0
1986,9953,12000,67,4,5,8,11900,12000,138,3,20,8,18,45,0,0
1987,9953,12000,67,4,5,9,11900,12000,138,3,20,8,18,45,0,0
1988,9953,12000,67,4,5,9,11900,12000,138,3,20,8,18,45,0,0
1989,9953,12000,67,4,5,9,11900,12000,138,3,20,8,18,45,0,0
1990,9953,12000,67,4,5,9,11900,12000,138,3,20,8,18,45,0,0
1991,9953,12000,67,4,5,9,11900,12000,138,3,20,8,18,45,0,0
1992,9953,12000,67,4,5,9,11900,12000,138,3,20,8,18,45,0,0
1993,9953,12000,67,4,5,9,11900,12000,138,3,20,8,18,45,0,0
1994,9953,12000,67,4,5,9,11900,12000,138,3,20,8,18,45,0,0
1995,9953,12000,67,4,5,9,11900,12000,138,3,20,8,18,45,0,0
1996,9953,12000,67,4,5,9,11900,12000,138,3,20,8,18,45,0,0
1997,9953,12000,67,4,5,11,11900,12000,134,3,20,8,18,49,0,2
1998,9953,12000,67,4,5,11,11900,12000,134,3,20,8,18,49,0,0
1999,9953,12000,67,4,5,11,11900,12000,134,3,20,8,18,49,0,0
2000,9953,12000,67,4,5,11,11900,12000,134,3,20,8,18,49,0,0
2001,9953,12000,67,4,5,11,11900,12000,134,3,20,8,18,49,0,0
2002,9953,12000,67,4,5,11,11900,12000,134,3,20,8,18,49,0,0
2003,9953,12000,67,4,5,11,11900,12000,134,3,20,8,18,49,0,0
2004,9953,12000,67,4,5,11,11900,12000,134,3,20,8,18,49,0,0
2005,9953,12000,67,4,5,11,11900,12000,134,3,20,8,18,49,0,0
2006,9953,12000,67,4,5,11,11900,12000,134,3,20,8,18,49,0,0
2007,9953,12000,67,4,5,12,11900,12000,134,3,20,8,18,49,0,0
2008,9953,12000,67,4,5,12,11900,12000,134,3,20,8,18,49,0,0
2009,9953,12000,67,4,5,12,11900,12000,134,3,20,8,18,49,0,0
2010,9953,12000,86,4,5,12,11900,12000,143,3,20,8,18,49,0,0
2011,9953,12000,86,4,5,12,11900,12000,143,3,20,8,18,49,0,0
2012,9953,12000,86,4,5,12,11900,12000,143,3,20,8,18,49,0,0
2013,9953,12000,86,4,5,12,11900,12000,143,3,20,8,18,49,0,0
2014,9953,12000,86,4,5,12,11900,12000,143,3,20,8,18,49,0,0
2015,9953,12000,86,4,5,12,11900,12000,143,3,20,8,18,49,0,0
2016,9953,12000,86,4,5,12,11900,12000,143,3,20,8,18,49,0,0
2017,9953,12000,86,4,5,12,11900,12000,143,3,20,8,18,49,0,0
2018,9953,12000,86,4,5,12,11900,12000,143,3,20,8,18,49,0,0
2019,9953,12000,86,4,5,12,11900,12000,143,3,20,8,18,49,0,0
2020,9953,12000,86,4,5,12,11900,12000,143,3,20,8,18,49,0,0
2021,9953,12000,86,4,5,12,11900,12000,143,3,20,8,18,49,0,0
2022,9953,12000,86,4,5,12,11900,12000,143,3,20,8,18,49,0,0
2023,9953,12000,86,4,5,12,11900,12000,143,3,20,8,18,49,0,0
2024,9953,12000,86,4,5,12,11900,12000,143,3,20,8,18,49,0,0
2025,9953,12000,86,4,4,12,11900,12000,143,3,20,8,18,49,0,0
2026,9953,12000,86,4,4,12,11900,12000,143,3,20,8,18,49,0,0
2027,9953,12000,86,4,4,13,11900,12000,134,3,20,8,18,58,0,3
2028,9953,12000,86,4,4,13,11900,12000,134,3,20,8,18,58,0,0
2029,9953,12000,86,4,4,13,11900,12000,134,3,20,8,18,58,0,0
2030,9953,12000,86,4,4,13,11900,12000,134,3,20,8,18,58,0,0
2031,9953,12000,86,4,4,13,11900,12000,134,3,20,8,18,58,0,0
2032,9953,12000,86,4,4,13,11900,12000,134,3,20,8,18,58,0,0
2033,9953,12000,86,4,4,13,11900,12000,134,3,20,8,18,58,0,0
2034,9953,12000,86,4,4,13,11900,12000,134,3,20,8,18,58,0,0
2035,9953,12000,86,4,3,13,11900,12000,134,3,20,8,18,58,0,0
2036,9953,12000,86,4,3,13,11900,12000,134,3,20,8,18,58,0,0
2037,9953,12000,86,4,3,13,11900,12000,134,3,20,8,18,58,0,0
2038,9953,12000,86,4,3,13,11900,12000,134,3,20,8,18,58,0,0
2039,9953,12000,86,4,3,13,11900,12000,134,3,20,8,18,58,0,0
2040,9953,12000,106,4,3,13,11900,12000,142,3,20,8,18,58,0,0
2041,9953,12000,106,4,3,13,11900,12000,142,3,20,8,18,58,0,0
2042,9953,12000,106,4,3,13,11900,12000,142,3,20,8,18,58,0,0
2043,9953,12000,106,4,3,13,11900,12000,142,3,20,8,18,58,0,0
2044,9953,12000,106,4,3,13,11900,12000,142,3,20,8,18,58,0,0
2045,9953,12000,106,4,3,13,11900,12000,142,3,20,8,18,58,0,0
2046,9953,12000,106,4,3,13,11900,12000,142,3,20,8,18,58,0,0
2047,9953,12000,106,4,3,13,11900,12000,142,3,20,8,18,58,0,0
2048,9953,12000,106,4,2,13,11900,12000,142,3,20,8,18,58,0,0
2049,9953,12000,106,4,2,13,11900,12000,142,3,20,8,18,58,0,0
2050,9953,12000,106,4,2,12,11900,12000,142,3,20,8,18,58,0,0
