tick,hp,maxhp,money,inv,own,enemy,enemy_dps,enemy_swings,enemy_value,choice,t1,t2,t3,t4,t5,t6,t7,t8,wipe_veto,w_radius,w_reach,w_valrad,w_valreach,w_spread,p2money,p2inv,p1income,p2income,p1spent,p2spent,own_lost,foe_lost,own_val,foe_val,p1def,p2def,p1off,p2off,o1,o2,o3,o4,o5,o6,o7,o8,p2hp,p2maxhp,ownpos,foepos
2376,2000,2000,79,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0,,0,0,0,0,0,79,5,60,60,0,0,90,90,90,90,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,0,0,0,0,2000,2000,0,0
2379,2000,2000,79,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0,,0,0,0,0,0,79,5,60,60,0,0,90,90,90,90,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,0,0,0,0,2000,2000,0,0
2382,2000,2000,79,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0,,0,0,0,0,0,79,5,60,60,0,0,90,90,90,90,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,0,0,0,0,2000,2000,0,0
2385,2000,2000,79,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0,,0,0,0,0,0,79,5,60,60,0,0,90,90,90,90,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,0,0,0,0,2000,2000,0,0
2388,2000,2000,79,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0,,0,0,0,0,0,79,5,60,60,0,0,90,90,90,90,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,0,0,0,0,2000,2000,0,0
2391,2000,2000,79,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0,,0,0,0,0,0,79,5,60,60,0,0,90,90,90,90,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,0,0,0,0,2000,2000,0,0
2394,2000,2000,79,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0,,0,0,0,0,0,79,5,60,60,0,0,90,90,90,90,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,0,0,0,0,2000,2000,0,0
2397,2000,2000,79,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0,,0,0,0,0,0,79,5,60,60,0,0,90,90,90,90,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,0,0,0,0,2000,2000,0,0
2400,2000,2000,139,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0,,0,0,0,0,0,139,5,60,60,0,0,90,90,90,90,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,0,0,0,0,2000,2000,0,0
2403,2000,2000,139,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0,,0,0,0,0,0,139,5,60,60,0,0,90,90,90,90,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,0,0,0,0,2000,2000,0,0
2406,2000,2000,139,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0,,0,0,0,0,0,139,5,60,60,0,0,90,90,90,90,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,0,0,0,0,2000,2000,0,0
2409,2000,2000,139,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0,,0,0,0,0,0,139,5,60,60,0,0,90,90,90,90,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,0,0,0,0,2000,2000,0,0
2412,2000,2000,139,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0,,0,0,0,0,0,139,5,60,60,0,0,90,90,90,90,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,0,0,0,0,2000,2000,0,0
2415,2000,2000,139,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0,,0,0,0,0,0,139,5,60,60,0,0,90,90,90,90,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,0,0,0,0,2000,2000,0,0
2418,2000,2000,139,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0,,0,0,0,0,0,139,5,60,60,0,0,90,90,90,90,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,0,0,0,0,2000,2000,0,0
2421,2000,2000,139,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0,,0,0,0,0,0,139,5,60,60,0,0,90,90,90,90,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,0,0,0,0,2000,2000,0,0
2424,2000,2000,139,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0,,0,0,0,0,0,139,5,60,60,0,0,90,90,90,90,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,0,0,0,0,2000,2000,0,0
2427,2000,2000,139,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0,,0,0,0,0,0,139,5,60,60,0,0,90,90,90,90,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,0,0,0,0,2000,2000,0,0
2430,2000,2000,198,5,0,0,0,0.0,0,watch,0,0,0,0,0,0,0,0,,0,0,0,0,0,198,5,60,60,0,0,90,90,90,90,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,0,0,0,0,2000,2000,0,0
2433,2000,2000,18,5,1,1,100,1.1,81,watch,0,0,0,0,1,0,0,0,,0,0,0,0,0,18,5,60,60,0,0,90,90,171,171,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,1,0,0,0,2000,2000,45,1880
2436,2000,2000,18,5,1,1,100,1.1,81,watch,0,0,0,0,1,0,0,0,,0,0,0,0,0,18,5,60,60,0,0,90,90,171,171,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,1,0,0,0,2000,2000,75,1850
2439,2000,2000,18,5,1,1,100,1.1,81,watch,0,0,0,0,1,0,0,0,,0,0,0,0,0,18,5,60,60,0,0,90,90,171,171,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,1,0,0,0,2000,2000,105,1820
2442,2000,2000,18,5,2,2,200,2.3,162,watch,0,0,0,0,2,0,0,0,,0,0,0,0,0,18,5,60,60,0,0,90,90,171,171,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,2,0,0,0,2000,2000,85,1840
2445,2000,2000,18,5,2,2,200,2.3,162,watch,0,0,0,0,2,0,0,0,,0,0,0,0,0,18,5,60,60,0,0,90,90,252,252,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,2,0,0,0,2000,2000,115,1810
2448,2000,2000,18,5,2,2,200,2.3,162,watch,0,0,0,0,2,0,0,0,,0,0,0,0,0,18,5,60,60,0,0,90,90,252,252,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,2,0,0,0,2000,2000,145,1780
2451,2000,2000,18,5,2,2,200,2.3,162,watch,0,0,0,0,2,0,0,0,,0,0,0,0,0,18,5,60,60,0,0,90,90,252,252,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,2,0,0,0,2000,2000,175,1750
2454,2000,2000,18,5,3,3,300,3.4,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,18,5,60,60,0,0,90,90,333,333,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,2000,2000,155,1770
2457,2000,2000,18,5,3,3,300,3.4,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,18,5,60,60,0,0,90,90,333,333,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,2000,2000,185,1740
2460,2000,2000,78,5,3,3,300,3.4,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,78,5,60,60,0,0,90,90,333,333,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,2000,2000,215,1710
2463,2000,2000,58,5,4,4,400,4.6,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,58,5,60,60,0,0,90,90,414,414,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,2000,2000,195,1730
2466,2000,2000,58,5,4,4,400,4.6,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,58,5,60,60,0,0,90,90,414,414,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,2000,2000,225,1700
2469,2000,2000,58,5,4,4,400,4.6,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,58,5,60,60,0,0,90,90,414,414,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,2000,2000,255,1670
2472,2000,2000,58,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,58,5,60,60,0,0,90,90,414,414,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,2000,2000,235,1690
2475,2000,2000,58,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,58,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,2000,2000,265,1660
2478,2000,2000,58,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,58,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,2000,2000,295,1630
2481,2000,2000,58,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,58,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,2000,2000,325,1600
2484,2000,2000,58,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,58,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,2000,2000,355,1570
2487,2000,2000,58,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,58,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,2000,2000,385,1540
2490,2000,2000,118,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,118,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,2000,2000,415,1510
2493,2000,2000,53,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,53,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,2000,2000,445,1480
2496,2000,2000,53,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,53,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,2000,2000,475,1450
2499,2000,2000,53,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,53,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,2000,2000,505,1420
2502,2000,2000,53,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,53,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,2000,2000,535,1390
2505,2000,2000,53,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,53,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,2000,2000,565,1360
2508,2000,2000,53,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,53,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,2000,2000,595,1330
2511,1800,2000,53,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,53,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,1800,2000,579,1346
2514,1800,2000,53,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,53,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,1800,2000,585,1340
2517,1800,2000,53,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,53,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,1800,2000,591,1334
2520,1800,2000,113,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,113,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,1800,2000,597,1328
2523,1800,2000,113,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,113,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,1800,2000,603,1322
2526,1800,2000,113,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,113,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,1800,2000,609,1316
2529,1800,2000,113,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,113,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,1800,2000,615,1310
2532,1800,2000,113,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,113,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,1800,2000,621,1304
2535,1800,2000,113,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,113,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,1800,2000,627,1298
2538,1800,2000,113,5,5,5,100,1.1,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,113,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,1800,2000,633,1292
2541,1800,2000,213,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,213,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,1800,2000,655,1270
2544,1800,2000,213,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,213,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,1800,2000,685,1240
2547,1800,2000,213,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,213,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,1800,2000,715,1210
2550,1800,2000,273,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,273,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,1800,2000,745,1180
2553,1800,2000,273,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,273,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,1800,2000,775,1150
2556,1800,2000,273,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,273,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,1800,2000,803,1122
2559,1800,2000,273,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,273,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,1800,2000,827,1098
2562,1800,2000,273,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,273,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,1800,2000,848,1077
2565,1800,2000,273,5,5,5,500,5.7,405,watch,0,0,0,0,5,0,0,0,,0,0,0,0,0,273,5,60,60,0,0,90,90,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,5,0,0,0,1800,2000,865,1060
2568,1800,2000,273,5,4,4,400,4.6,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,273,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,867,1058
2571,1800,2000,273,5,4,4,400,4.6,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,273,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,882,1043
2574,1800,2000,273,5,4,4,400,4.6,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,273,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,897,1028
2577,1800,2000,273,5,4,4,200,2.3,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,273,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,733,1192
2580,1800,2000,333,5,4,4,200,2.3,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,333,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,740,1185
2583,1800,2000,333,5,4,4,200,2.3,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,333,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,748,1177
2586,1800,2000,333,5,4,4,100,1.1,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,333,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,665,1260
2589,1800,2000,333,5,4,4,100,1.1,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,333,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,666,1259
2592,1800,2000,333,5,4,4,100,1.1,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,333,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,666,1259
2595,1800,2000,333,5,4,4,100,1.1,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,333,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,666,1259
2598,1800,2000,333,5,4,4,100,1.1,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,333,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,666,1259
2601,1800,2000,333,5,4,4,100,1.1,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,333,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,666,1259
2604,1800,2000,333,5,4,4,100,1.1,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,333,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,666,1259
2607,1800,2000,333,5,4,4,100,1.1,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,333,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,666,1259
2610,1800,2000,393,5,4,4,300,3.4,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,393,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,671,1254
2613,1800,2000,393,5,4,4,200,2.3,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,393,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,599,1326
2616,1800,2000,393,5,4,4,200,2.3,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,393,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,614,1311
2619,1800,2000,393,5,4,4,200,2.3,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,393,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,629,1296
2622,1800,2000,393,5,4,4,300,3.4,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,393,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,651,1274
2625,1800,2000,393,5,4,4,300,3.4,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,393,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,674,1251
2628,1800,2000,393,5,4,4,300,3.4,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,393,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,696,1229
2631,1800,2000,393,5,4,4,300,3.4,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,393,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,719,1206
2634,1800,2000,393,5,4,4,300,3.4,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,393,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,741,1184
2637,1800,2000,393,5,4,4,300,3.4,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,393,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,764,1161
2640,1800,2000,453,5,4,4,300,3.4,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,453,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,786,1139
2643,1800,2000,453,5,4,4,300,3.4,324,watch,0,0,0,0,4,0,0,0,,0,0,0,0,0,453,5,60,60,0,0,171,171,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,4,0,0,0,1800,2000,809,1116
2646,1800,2000,453,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,453,5,60,60,0,0,252,252,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,1800,2000,560,1365
2649,1800,2000,453,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,453,5,60,60,0,0,252,252,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,1800,2000,580,1345
2652,1800,2000,453,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,453,5,60,60,0,0,252,252,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,1800,2000,600,1325
2655,1800,2000,453,5,3,3,100,1.1,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,453,5,60,60,0,0,252,252,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,1800,2000,501,1424
2658,1800,2000,453,5,3,3,100,1.1,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,453,5,60,60,0,0,252,252,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,1800,2000,511,1414
2661,1800,2000,453,5,3,3,100,1.1,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,453,5,60,60,0,0,252,252,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,1800,2000,521,1404
2664,1800,2000,453,5,3,3,100,1.1,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,453,5,60,60,0,0,252,252,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,1800,2000,531,1394
2667,1800,2000,453,5,3,3,100,1.1,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,453,5,60,60,0,0,252,252,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,1800,2000,541,1384
2670,1800,2000,513,5,3,3,100,1.1,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,513,5,60,60,0,0,252,252,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,1800,2000,551,1374
2673,1800,2000,513,5,3,3,100,1.1,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,513,5,60,60,0,0,252,252,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,1800,2000,561,1364
2676,1800,2000,513,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,513,5,60,60,0,0,252,252,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,1800,2000,578,1347
2679,1800,2000,513,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,513,5,60,60,0,0,252,252,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,1800,2000,598,1327
2682,1800,2000,513,5,3,3,100,1.1,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,513,5,60,60,0,0,252,252,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,1800,2000,492,1433
2685,1800,2000,513,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,513,5,60,60,0,0,252,252,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,1800,2000,505,1420
2688,1800,2000,513,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,513,5,60,60,0,0,252,252,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,1800,2000,525,1400
2691,1800,2000,513,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,513,5,60,60,0,0,252,252,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,1800,2000,545,1380
2694,1800,2000,513,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,513,5,60,60,0,0,252,252,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,1800,2000,565,1360
2697,1800,2000,513,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,513,5,60,60,0,0,252,252,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,1800,2000,585,1340
2700,1800,2000,572,5,3,3,200,2.3,243,watch,0,0,0,0,3,0,0,0,,0,0,0,0,0,572,5,60,60,0,0,252,252,495,495,reinforcements_2,reinforcements_2,nuke,nuke,0,0,0,0,3,0,0,0,1800,2000,605,1320
