opponent,kind,team,offense,defense,outcome,ticks,seconds
Tier4Spam,spam,Yellow,snipe,reinforcements,decisive_win,3502,116.7
Tier4Spam,spam,Yellow,snipe,reinforcements,decisive_win,4036,134.5
Tier4Spam,spam,Yellow,snipe,reinforcements,decisive_win,3070,102.3
Tier4Spam,spam,Yellow,snipe,reinforcements,decisive_loss,1837,61.2
Tier4Spam,spam,Yellow,snipe,reinforcements,decisive_win,3070,102.3
Tier4Spam,spam,Yellow,snipe,speed,decisive_loss,2102,70.1
Tier4Spam,spam,Yellow,snipe,speed,decisive_loss,2109,70.3
Tier4Spam,spam,Yellow,snipe,speed,decisive_loss,3123,104.1
Tier4Spam,spam,Yellow,snipe,speed,decisive_win,5365,178.8
Tier4Spam,spam,Yellow,snipe,speed,decisive_win,6564,218.8
Tier4Spam,spam,Yellow,snipe,speed,decisive_loss,2109,70.3
Tier4Spam,spam,Yellow,snipe,speed,decisive_loss,1879,62.6
Tier4Spam,spam,Yellow,snipe,speed,decisive_loss,1732,57.7
Tier4Spam,spam,Yellow,snipe,speed,decisive_loss,3420,114.0
Tier4Spam,spam,Yellow,snipe,speed,decisive_loss,2109,70.3
Tier4Spam,spam,Yellow,snipe,speed,decisive_loss,1920,64.0
Tier4Spam,spam,Yellow,snipe,speed,decisive_win,6577,219.2
Tier4Spam,spam,Yellow,snipe,speed,decisive_loss,1920,64.0
Tier4Spam,spam,Yellow,snipe,speed,decisive_loss,2109,70.3
Tier4Spam,spam,Yellow,snipe,speed,decisive_loss,2109,70.3
Tier4Spam,spam,Yellow,snipe,speed,decisive_loss,1732,57.7
Tier4Spam,spam,Yellow,snipe,speed,decisive_loss,1920,64.0
Tier4Spam,spam,Yellow,snipe,speed,decisive_win,6577,219.2
Tier4Spam,spam,Yellow,snipe,speed,decisive_win,5365,178.8
Tier4Spam,spam,Yellow,snipe,speed,decisive_loss,2109,70.3
Tier4Spam,spam,Yellow,snipe,speed,decisive_win,6564,218.8
Tier4Spam,spam,Yellow,snipe,speed,decisive_win,5365,178.8
Tier4Spam,spam,Yellow,snipe,speed,decisive_loss,3420,114.0
Tier4Spam,spam,Yellow,snipe,speed,decisive_loss,2109,70.3
Tier4Spam,spam,Yellow,snipe,speed,decisive_win,5365,178.8
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,2658,88.6
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,1732,57.7
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,2508,83.6
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,2676,89.2
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,1837,61.2
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,2105,70.2
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,1837,61.2
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,2105,70.2
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,2105,70.2
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,1837,61.2
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,1920,64.0
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,2676,89.2
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,1837,61.2
Tier4Spam,spam,Yellow,snipe,wall,decisive_win,11402,380.1
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,1805,60.2
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,2500,83.3
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,2331,77.7
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,1732,57.7
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,1920,64.0
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,2658,88.6
Tier4Spam,spam,Yellow,snipe,wall,decisive_win,11784,392.8
Tier4Spam,spam,Yellow,snipe,wall,decisive_win,11402,380.1
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,2105,70.2
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,2500,83.3
Tier4Spam,spam,Yellow,snipe,wall,decisive_loss,2508,83.6
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,3300,110.0
Tier4Spam,spam,Yellow,freeze,heal,decisive_loss,1577,52.6
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,3300,110.0
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,7171,239.0
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,6350,211.7
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,7800,260.0
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,3329,111.0
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,7171,239.0
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,6350,211.7
Tier4Spam,spam,Yellow,freeze,heal,decisive_loss,1577,52.6
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,3139,104.6
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,3139,104.6
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,3139,104.6
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,7800,260.0
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,3329,111.0
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,7171,239.0
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,3139,104.6
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,3329,111.0
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,3329,111.0
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,3448,114.9
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,3636,121.2
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,3329,111.0
Tier4Spam,spam,Yellow,freeze,heal,decisive_loss,3654,121.8
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,3139,104.6
Tier4Spam,spam,Yellow,freeze,heal,decisive_win,3300,110.0
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_win,3722,124.1
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_win,3664,122.1
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_win,3661,122.0
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_win,6617,220.6
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_win,3722,124.1
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_win,3646,121.5
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_win,4176,139.2
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_win,6617,220.6
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_win,3664,122.1
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_win,3646,121.5
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_win,3661,122.0
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_win,6617,220.6
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_loss,1585,52.8
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_loss,1577,52.6
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_win,4176,139.2
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_win,3664,122.1
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_win,4219,140.6
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_win,3664,122.1
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_win,3661,122.0
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_win,3015,100.5
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_win,2873,95.8
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_loss,1577,52.6
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_win,3661,122.0
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_win,6617,220.6
Tier4Spam,spam,Yellow,freeze,reinforcements,decisive_loss,1585,52.8
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,5452,181.7
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,6243,208.1
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,5452,181.7
Tier4Spam,spam,Yellow,freeze,speed,decisive_loss,3231,107.7
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,7140,238.0
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,5652,188.4
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,7140,238.0
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,12337,411.2
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,5652,188.4
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,5652,188.4
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,6004,200.1
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,5652,188.4
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,7140,238.0
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,12337,411.2
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,5452,181.7
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,3422,114.1
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,6195,206.5
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,12337,411.2
Tier4Spam,spam,Yellow,freeze,speed,decisive_loss,3264,108.8
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,12337,411.2
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,5452,181.7
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,5652,188.4
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,6195,206.5
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,5652,188.4
Tier4Spam,spam,Yellow,freeze,speed,decisive_win,6251,208.4
Tier4Spam,spam,Yellow,freeze,wall,decisive_loss,4666,155.5
Tier4Spam,spam,Yellow,freeze,wall,decisive_win,7939,264.6
Tier4Spam,spam,Yellow,freeze,wall,decisive_loss,1585,52.8
Tier4Spam,spam,Yellow,freeze,wall,decisive_win,13425,447.5
Tier4Spam,spam,Yellow,freeze,wall,decisive_loss,4395,146.5
Tier4Spam,spam,Yellow,freeze,wall,decisive_loss,1577,52.6
Tier4Spam,spam,Yellow,freeze,wall,decisive_loss,3654,121.8
Tier4Spam,spam,Yellow,freeze,wall,decisive_loss,3425,114.2
Tier4Spam,spam,Yellow,freeze,wall,decisive_win,13338,444.6
Tier4Spam,spam,Yellow,freeze,wall,decisive_loss,1577,52.6
Tier4Spam,spam,Yellow,freeze,wall,decisive_loss,1585,52.8
Tier4Spam,spam,Yellow,freeze,wall,decisive_loss,1577,52.6
Tier4Spam,spam,Yellow,freeze,wall,decisive_win,5240,174.7
Tier4Spam,spam,Yellow,freeze,wall,decisive_win,11657,388.6
Tier4Spam,spam,Yellow,freeze,wall,decisive_loss,1585,52.8
Tier4Spam,spam,Yellow,freeze,wall,decisive_win,13425,447.5
Tier4Spam,spam,Yellow,freeze,wall,decisive_loss,4395,146.5
Tier4Spam,spam,Yellow,freeze,wall,decisive_win,11856,395.2
Tier4Spam,spam,Yellow,freeze,wall,decisive_win,5240,174.7
Tier4Spam,spam,Yellow,freeze,wall,decisive_win,11657,388.6
Tier4Spam,spam,Yellow,freeze,wall,decisive_loss,3654,121.8
Tier4Spam,spam,Yellow,freeze,wall,decisive_win,7939,264.6
Tier4Spam,spam,Yellow,freeze,wall,decisive_win,13338,444.6
Tier4Spam,spam,Yellow,freeze,wall,decisive_loss,3425,114.2
Tier4Spam,spam,Yellow,freeze,wall,decisive_loss,3654,121.8
Tier5Spam,spam,Black,nuke,heal,decisive_win,3538,117.9
Tier5Spam,spam,Black,nuke,heal,decisive_win,4484,149.5
Tier5Spam,spam,Black,nuke,heal,decisive_win,3538,117.9
Tier5Spam,spam,Black,nuke,heal,decisive_win,4169,139.0
Tier5Spam,spam,Black,nuke,heal,decisive_win,4190,139.7
Tier5Spam,spam,Black,nuke,heal,decisive_win,3388,112.9
Tier5Spam,spam,Black,nuke,heal,decisive_win,3970,132.3
Tier5Spam,spam,Black,nuke,heal,decisive_win,3388,112.9
Tier5Spam,spam,Black,nuke,reinforcements,decisive_win,3263,108.8
Tier5Spam,spam,Black,nuke,reinforcements,decisive_win,3265,108.8
Tier5Spam,spam,Black,nuke,reinforcements,decisive_win,3654,121.8
Tier5Spam,spam,Black,nuke,reinforcements,decisive_win,2362,78.7
Tier5Spam,spam,Black,nuke,reinforcements,decisive_win,3514,117.1
Tier5Spam,spam,Black,nuke,reinforcements,decisive_win,3265,108.8
Tier5Spam,spam,Black,nuke,reinforcements,decisive_win,3952,131.7
Tier5Spam,spam,Black,nuke,reinforcements,decisive_win,3952,131.7
Tier5Spam,spam,Black,nuke,speed,decisive_win,4338,144.6
Tier5Spam,spam,Black,nuke,speed,decisive_win,2434,81.1
Tier5Spam,spam,Black,nuke,speed,decisive_win,4338,144.6
Tier5Spam,spam,Black,nuke,speed,decisive_win,4065,135.5
Tier5Spam,spam,Black,nuke,speed,decisive_win,4065,135.5
Tier5Spam,spam,Black,nuke,speed,decisive_win,2434,81.1
Tier5Spam,spam,Black,nuke,speed,decisive_win,2437,81.2
Tier5Spam,spam,Black,nuke,speed,decisive_win,4774,159.1
Tier5Spam,spam,Black,nuke,wall,decisive_win,4384,146.1
Tier5Spam,spam,Black,nuke,wall,decisive_win,4441,148.0
Tier5Spam,spam,Black,nuke,wall,decisive_win,4392,146.4
Tier5Spam,spam,Black,nuke,wall,decisive_win,4441,148.0
Tier5Spam,spam,Black,nuke,wall,decisive_win,3267,108.9
Tier5Spam,spam,Black,nuke,wall,decisive_win,5324,177.5
Tier5Spam,spam,Black,nuke,wall,decisive_win,3580,119.3
Tier5Spam,spam,Black,nuke,wall,decisive_win,3591,119.7
Tier5Spam,spam,Black,firebomb,heal,decisive_win,4273,142.4
Tier5Spam,spam,Black,firebomb,heal,decisive_win,4201,140.0
Tier5Spam,spam,Black,firebomb,heal,decisive_win,4333,144.4
Tier5Spam,spam,Black,firebomb,heal,decisive_win,4051,135.0
Tier5Spam,spam,Black,firebomb,heal,decisive_win,3994,133.1
Tier5Spam,spam,Black,firebomb,heal,decisive_win,3973,132.4
Tier5Spam,spam,Black,firebomb,heal,decisive_win,4333,144.4
Tier5Spam,spam,Black,firebomb,heal,decisive_win,4201,140.0
Tier5Spam,spam,Black,firebomb,reinforcements,decisive_win,3273,109.1
Tier5Spam,spam,Black,firebomb,reinforcements,decisive_win,3612,120.4
Tier5Spam,spam,Black,firebomb,reinforcements,decisive_win,3485,116.2
Tier5Spam,spam,Black,firebomb,reinforcements,decisive_win,3221,107.4
Tier5Spam,spam,Black,firebomb,reinforcements,decisive_win,3221,107.4
Tier5Spam,spam,Black,firebomb,reinforcements,decisive_win,2072,69.1
Tier5Spam,spam,Black,firebomb,reinforcements,decisive_win,3221,107.4
Tier5Spam,spam,Black,firebomb,reinforcements,decisive_win,3511,117.0
Tier5Spam,spam,Black,firebomb,speed,decisive_win,4193,139.8
Tier5Spam,spam,Black,firebomb,speed,decisive_win,4265,142.2
Tier5Spam,spam,Black,firebomb,speed,decisive_win,4260,142.0
Tier5Spam,spam,Black,firebomb,speed,decisive_win,4292,143.1
Tier5Spam,spam,Black,firebomb,speed,decisive_win,4260,142.0
Tier5Spam,spam,Black,firebomb,speed,decisive_win,3380,112.7
Tier5Spam,spam,Black,firebomb,speed,decisive_win,4363,145.4
Tier5Spam,spam,Black,firebomb,speed,decisive_win,3957,131.9
Tier5Spam,spam,Black,firebomb,wall,decisive_win,4543,151.4
Tier5Spam,spam,Black,firebomb,wall,decisive_win,3961,132.0
Tier5Spam,spam,Black,firebomb,wall,decisive_win,3810,127.0
Tier5Spam,spam,Black,firebomb,wall,decisive_win,4499,150.0
Tier5Spam,spam,Black,firebomb,wall,decisive_win,4486,149.5
Tier5Spam,spam,Black,firebomb,wall,decisive_win,4441,148.0
Tier5Spam,spam,Black,firebomb,wall,decisive_win,4813,160.4
Tier5Spam,spam,Black,firebomb,wall,decisive_win,3832,127.7
Tier5Spam,spam,Black,snipe,heal,decisive_win,3763,125.4
Tier5Spam,spam,Black,snipe,heal,decisive_win,4324,144.1
Tier5Spam,spam,Black,snipe,heal,decisive_win,3763,125.4
Tier5Spam,spam,Black,snipe,heal,decisive_win,4003,133.4
Tier5Spam,spam,Black,snipe,heal,decisive_win,3763,125.4
Tier5Spam,spam,Black,snipe,heal,decisive_win,4068,135.6
Tier5Spam,spam,Black,snipe,heal,decisive_win,3812,127.1
Tier5Spam,spam,Black,snipe,heal,decisive_win,3837,127.9
Tier5Spam,spam,Black,snipe,reinforcements,decisive_win,2282,76.1
Tier5Spam,spam,Black,snipe,reinforcements,decisive_win,1990,66.3
Tier5Spam,spam,Black,snipe,reinforcements,decisive_win,3499,116.6
Tier5Spam,spam,Black,snipe,reinforcements,decisive_win,1992,66.4
Tier5Spam,spam,Black,snipe,reinforcements,decisive_win,2544,84.8
Tier5Spam,spam,Black,snipe,reinforcements,decisive_win,1990,66.3
Tier5Spam,spam,Black,snipe,reinforcements,decisive_win,3499,116.6
Tier5Spam,spam,Black,snipe,reinforcements,decisive_win,3499,116.6
Tier5Spam,spam,Black,snipe,speed,decisive_win,4141,138.0
Tier5Spam,spam,Black,snipe,speed,decisive_loss,4758,158.6
Tier5Spam,spam,Black,snipe,speed,decisive_win,3805,126.8
Tier5Spam,spam,Black,snipe,speed,decisive_win,4164,138.8
Tier5Spam,spam,Black,snipe,speed,decisive_win,4075,135.8
Tier5Spam,spam,Black,snipe,speed,decisive_win,3986,132.9
Tier5Spam,spam,Black,snipe,speed,decisive_win,4075,135.8
Tier5Spam,spam,Black,snipe,speed,decisive_win,3746,124.9
Tier5Spam,spam,Black,snipe,wall,decisive_win,4183,139.4
Tier5Spam,spam,Black,snipe,wall,decisive_win,4086,136.2
Tier5Spam,spam,Black,snipe,wall,decisive_win,4086,136.2
Tier5Spam,spam,Black,snipe,wall,decisive_win,4461,148.7
Tier5Spam,spam,Black,snipe,wall,decisive_win,3862,128.7
Tier5Spam,spam,Black,snipe,wall,decisive_win,4086,136.2
Tier5Spam,spam,Black,snipe,wall,decisive_win,3842,128.1
Tier5Spam,spam,Black,snipe,wall,decisive_loss,2527,84.2
Tier5Spam,spam,Black,freeze,heal,decisive_win,4243,141.4
Tier5Spam,spam,Black,freeze,heal,decisive_win,4652,155.1
Tier5Spam,spam,Black,freeze,heal,decisive_win,3266,108.9
Tier5Spam,spam,Black,freeze,heal,decisive_win,2461,82.0
Tier5Spam,spam,Black,freeze,heal,decisive_win,2542,84.7
Tier5Spam,spam,Black,freeze,heal,decisive_win,4078,135.9
Tier5Spam,spam,Black,freeze,heal,decisive_win,3266,108.9
Tier5Spam,spam,Black,freeze,heal,decisive_win,4652,155.1
Tier5Spam,spam,Black,freeze,reinforcements,decisive_win,1840,61.3
Tier5Spam,spam,Black,freeze,reinforcements,decisive_win,1840,61.3
Tier5Spam,spam,Black,freeze,reinforcements,decisive_win,1867,62.2
Tier5Spam,spam,Black,freeze,reinforcements,decisive_win,3639,121.3
Tier5Spam,spam,Black,freeze,reinforcements,decisive_win,2286,76.2
Tier5Spam,spam,Black,freeze,reinforcements,decisive_win,2286,76.2
Tier5Spam,spam,Black,freeze,reinforcements,decisive_win,1840,61.3
Tier5Spam,spam,Black,freeze,reinforcements,decisive_win,3032,101.1
Tier5Spam,spam,Black,freeze,speed,decisive_win,2425,80.8
Tier5Spam,spam,Black,freeze,speed,decisive_win,2422,80.7
Tier5Spam,spam,Black,freeze,speed,decisive_win,2295,76.5
Tier5Spam,spam,Black,freeze,speed,decisive_win,4048,134.9
Tier5Spam,spam,Black,freeze,speed,decisive_win,2425,80.8
Tier5Spam,spam,Black,freeze,speed,decisive_win,5084,169.5
Tier5Spam,spam,Black,freeze,speed,decisive_win,2425,80.8
Tier5Spam,spam,Black,freeze,speed,decisive_win,2422,80.7
Tier5Spam,spam,Black,freeze,wall,decisive_win,3425,114.2
Tier5Spam,spam,Black,freeze,wall,decisive_win,4340,144.7
Tier5Spam,spam,Black,freeze,wall,decisive_win,4773,159.1
Tier5Spam,spam,Black,freeze,wall,decisive_win,3316,110.5
Tier5Spam,spam,Black,freeze,wall,decisive_win,4773,159.1
Tier5Spam,spam,Black,freeze,wall,decisive_win,3488,116.3
Tier5Spam,spam,Black,freeze,wall,decisive_win,3490,116.3
Tier5Spam,spam,Black,freeze,wall,decisive_win,3802,126.7
Tier5Spam,spam,Blue,nuke,heal,decisive_win,3949,131.6
Tier5Spam,spam,Blue,nuke,heal,decisive_win,4335,144.5
Tier5Spam,spam,Blue,nuke,heal,decisive_win,4229,141.0
Tier5Spam,spam,Blue,nuke,heal,decisive_win,4335,144.5
Tier5Spam,spam,Blue,nuke,heal,decisive_win,3949,131.6
Tier5Spam,spam,Blue,nuke,heal,decisive_win,4322,144.1
Tier5Spam,spam,Blue,nuke,heal,decisive_win,4275,142.5
Tier5Spam,spam,Blue,nuke,heal,decisive_win,4274,142.5
Tier5Spam,spam,Blue,nuke,reinforcements,decisive_win,3379,112.6
Tier5Spam,spam,Blue,nuke,reinforcements,decisive_win,3358,111.9
Tier5Spam,spam,Blue,nuke,reinforcements,decisive_win,3638,121.3
Tier5Spam,spam,Blue,nuke,reinforcements,decisive_win,3358,111.9
Tier5Spam,spam,Blue,nuke,reinforcements,decisive_win,3379,112.6
Tier5Spam,spam,Blue,nuke,reinforcements,decisive_win,3384,112.8
Tier5Spam,spam,Blue,nuke,reinforcements,decisive_win,3342,111.4
Tier5Spam,spam,Blue,nuke,reinforcements,decisive_win,3421,114.0
Tier5Spam,spam,Blue,nuke,speed,decisive_win,4997,166.6
Tier5Spam,spam,Blue,nuke,speed,decisive_win,5131,171.0
Tier5Spam,spam,Blue,nuke,speed,decisive_win,4997,166.6
Tier5Spam,spam,Blue,nuke,speed,decisive_win,4750,158.3
Tier5Spam,spam,Blue,nuke,speed,decisive_win,4757,158.6
Tier5Spam,spam,Blue,nuke,speed,decisive_win,4639,154.6
Tier5Spam,spam,Blue,nuke,speed,decisive_win,4278,142.6
Tier5Spam,spam,Blue,nuke,speed,decisive_win,4884,162.8
Tier5Spam,spam,Blue,nuke,wall,decisive_win,5115,170.5
Tier5Spam,spam,Blue,nuke,wall,decisive_win,6607,220.2
Tier5Spam,spam,Blue,nuke,wall,decisive_win,4381,146.0
Tier5Spam,spam,Blue,nuke,wall,decisive_win,4356,145.2
Tier5Spam,spam,Blue,nuke,wall,decisive_win,4459,148.6
Tier5Spam,spam,Blue,nuke,wall,decisive_win,4303,143.4
Tier5Spam,spam,Blue,nuke,wall,decisive_win,4947,164.9
Tier5Spam,spam,Blue,nuke,wall,decisive_win,5357,178.6
Tier5Spam,spam,Blue,firebomb,heal,decisive_win,3438,114.6
Tier5Spam,spam,Blue,firebomb,heal,decisive_win,3737,124.6
Tier5Spam,spam,Blue,firebomb,heal,decisive_win,4390,146.3
Tier5Spam,spam,Blue,firebomb,heal,decisive_win,3737,124.6
Tier5Spam,spam,Blue,firebomb,heal,decisive_win,4150,138.3
Tier5Spam,spam,Blue,firebomb,heal,decisive_win,5048,168.3
Tier5Spam,spam,Blue,firebomb,heal,decisive_win,5088,169.6
Tier5Spam,spam,Blue,firebomb,heal,decisive_win,4150,138.3
Tier5Spam,spam,Blue,firebomb,reinforcements,decisive_win,3360,112.0
Tier5Spam,spam,Blue,firebomb,reinforcements,decisive_win,2707,90.2
Tier5Spam,spam,Blue,firebomb,reinforcements,decisive_win,3377,112.6
Tier5Spam,spam,Blue,firebomb,reinforcements,decisive_win,3329,111.0
Tier5Spam,spam,Blue,firebomb,reinforcements,decisive_win,3360,112.0
Tier5Spam,spam,Blue,firebomb,reinforcements,decisive_win,3879,129.3
Tier5Spam,spam,Blue,firebomb,reinforcements,decisive_win,3376,112.5
Tier5Spam,spam,Blue,firebomb,reinforcements,decisive_loss,1344,44.8
Tier5Spam,spam,Blue,firebomb,speed,decisive_win,4524,150.8
Tier5Spam,spam,Blue,firebomb,speed,decisive_win,4124,137.5
Tier5Spam,spam,Blue,firebomb,speed,decisive_win,4124,137.5
Tier5Spam,spam,Blue,firebomb,speed,decisive_win,4245,141.5
Tier5Spam,spam,Blue,firebomb,speed,decisive_win,4124,137.5
Tier5Spam,spam,Blue,firebomb,speed,decisive_win,5222,174.1
Tier5Spam,spam,Blue,firebomb,speed,decisive_win,5249,175.0
Tier5Spam,spam,Blue,firebomb,speed,decisive_win,4365,145.5
Tier5Spam,spam,Blue,firebomb,wall,decisive_win,4803,160.1
Tier5Spam,spam,Blue,firebomb,wall,decisive_win,4498,149.9
Tier5Spam,spam,Blue,firebomb,wall,decisive_win,5200,173.3
Tier5Spam,spam,Blue,firebomb,wall,decisive_win,5028,167.6
Tier5Spam,spam,Blue,firebomb,wall,decisive_win,4743,158.1
Tier5Spam,spam,Blue,firebomb,wall,decisive_win,4582,152.7
Tier5Spam,spam,Blue,firebomb,wall,decisive_win,4743,158.1
Tier5Spam,spam,Blue,firebomb,wall,decisive_win,5028,167.6
Tier5Spam,spam,Blue,snipe,heal,decisive_win,3885,129.5
Tier5Spam,spam,Blue,snipe,heal,decisive_win,4009,133.6
Tier5Spam,spam,Blue,snipe,heal,decisive_win,4209,140.3
Tier5Spam,spam,Blue,snipe,heal,decisive_win,4209,140.3
Tier5Spam,spam,Blue,snipe,heal,decisive_win,4431,147.7
Tier5Spam,spam,Blue,snipe,heal,decisive_win,4209,140.3
Tier5Spam,spam,Blue,snipe,heal,decisive_win,4209,140.3
Tier5Spam,spam,Blue,snipe,heal,decisive_win,3910,130.3
Tier5Spam,spam,Blue,snipe,reinforcements,decisive_win,4402,146.7
Tier5Spam,spam,Blue,snipe,reinforcements,decisive_win,2433,81.1
Tier5Spam,spam,Blue,snipe,reinforcements,decisive_win,2089,69.6
Tier5Spam,spam,Blue,snipe,reinforcements,decisive_win,2433,81.1
Tier5Spam,spam,Blue,snipe,reinforcements,decisive_win,4402,146.7
Tier5Spam,spam,Blue,snipe,reinforcements,decisive_win,2453,81.8
Tier5Spam,spam,Blue,snipe,reinforcements,decisive_win,2089,69.6
Tier5Spam,spam,Blue,snipe,reinforcements,decisive_win,2597,86.6
Tier5Spam,spam,Blue,snipe,speed,decisive_win,4180,139.3
Tier5Spam,spam,Blue,snipe,speed,decisive_loss,2157,71.9
Tier5Spam,spam,Blue,snipe,speed,decisive_win,3868,128.9
Tier5Spam,spam,Blue,snipe,speed,decisive_win,3868,128.9
Tier5Spam,spam,Blue,snipe,speed,decisive_win,4180,139.3
Tier5Spam,spam,Blue,snipe,speed,decisive_win,4076,135.9
Tier5Spam,spam,Blue,snipe,speed,decisive_win,4180,139.3
Tier5Spam,spam,Blue,snipe,speed,decisive_win,3868,128.9
Tier5Spam,spam,Blue,snipe,wall,decisive_win,4389,146.3
Tier5Spam,spam,Blue,snipe,wall,decisive_win,4159,138.6
Tier5Spam,spam,Blue,snipe,wall,decisive_win,4389,146.3
Tier5Spam,spam,Blue,snipe,wall,decisive_win,4389,146.3
Tier5Spam,spam,Blue,snipe,wall,decisive_win,3909,130.3
Tier5Spam,spam,Blue,snipe,wall,decisive_win,4389,146.3
Tier5Spam,spam,Blue,snipe,wall,decisive_win,4159,138.6
Tier5Spam,spam,Blue,snipe,wall,decisive_win,4389,146.3
Tier5Spam,spam,Blue,freeze,heal,decisive_win,4990,166.3
Tier5Spam,spam,Blue,freeze,heal,decisive_win,5879,196.0
Tier5Spam,spam,Blue,freeze,heal,decisive_win,6079,202.6
Tier5Spam,spam,Blue,freeze,heal,decisive_win,5879,196.0
Tier5Spam,spam,Blue,freeze,heal,decisive_win,3464,115.5
Tier5Spam,spam,Blue,freeze,heal,decisive_win,4355,145.2
Tier5Spam,spam,Blue,freeze,heal,decisive_win,4268,142.3
Tier5Spam,spam,Blue,freeze,heal,decisive_win,4355,145.2
