p1_team,p1_off,p1_def,p2_team,p2_off,p2_def,map,shadow,winner_side,decided,ticks,seconds
Blue,nuke,wall,Black,snipe,heal,Yellow,0,1,decisive,10369,345.6
Blue,nuke,wall,Black,snipe,reinforcements,White,0,2,decisive,12382,412.7
Blue,nuke,wall,Black,snipe,speed,Yellow,0,1,decisive,6457,215.2
Blue,nuke,wall,Black,snipe,wall,Purple,0,1,decisive,11387,379.6
Blue,nuke,wall,Black,freeze,heal,Red,0,1,decisive,8330,277.7
Blue,nuke,wall,Black,freeze,reinforcements,White,0,2,decisive,6947,231.6
Blue,nuke,wall,Black,freeze,speed,White,0,1,decisive,8387,279.6
Blue,nuke,wall,Black,freeze,wall,Green,0,1,decisive,8555,285.2
Blue,nuke,wall,Blue,nuke,heal,Green,0,0,draw,8599,286.6
Blue,nuke,wall,Blue,nuke,reinforcements,Purple,0,2,decisive,9413,313.8
Blue,nuke,wall,Blue,nuke,speed,Red,0,1,decisive,8369,279.0
Blue,nuke,wall,Blue,nuke,wall,Purple,0,0,draw,8569,285.6
Blue,nuke,wall,Blue,firebomb,heal,Red,0,0,draw,8569,285.6
Blue,nuke,wall,Blue,firebomb,reinforcements,White,0,2,decisive,8279,276.0
Blue,nuke,wall,Blue,firebomb,speed,Orange,0,1,decisive,8420,280.7
Blue,nuke,wall,Blue,firebomb,wall,White,0,0,draw,8569,285.6
Blue,nuke,wall,Blue,snipe,heal,Green,0,1,decisive,8808,293.6
Blue,nuke,wall,Blue,snipe,reinforcements,White,0,2,decisive,9329,311.0
Blue,nuke,wall,Blue,snipe,speed,Green,1,1,decisive,8280,276.0
Blue,nuke,wall,Blue,snipe,wall,Blue,0,1,decisive,8174,272.5
Blue,nuke,wall,Blue,freeze,heal,Purple,0,2,decisive,8487,282.9
Blue,nuke,wall,Blue,freeze,reinforcements,Red,0,2,decisive,8566,285.5
Blue,nuke,wall,Blue,freeze,speed,Green,0,1,decisive,8563,285.4
Blue,nuke,wall,Blue,freeze,wall,Purple,0,2,decisive,8169,272.3
Blue,nuke,wall,Green,nuke,heal,Orange,0,1,decisive,7368,245.6
Blue,nuke,wall,Green,nuke,reinforcements,Purple,0,2,decisive,9822,327.4
Blue,nuke,wall,Green,nuke,speed,Purple,0,1,decisive,5445,181.5
Blue,nuke,wall,Green,nuke,wall,White,0,1,decisive,9033,301.1
Blue,nuke,wall,Green,firebomb,heal,Purple,0,2,decisive,10401,346.7
Blue,nuke,wall,Green,firebomb,reinforcements,Blue,0,2,decisive,9310,310.3
Blue,nuke,wall,Green,firebomb,speed,Green,0,1,decisive,9190,306.3
Blue,nuke,wall,Green,firebomb,wall,Red,0,1,decisive,8955,298.5
Blue,nuke,wall,Green,snipe,heal,Yellow,0,1,decisive,8086,269.5
Blue,nuke,wall,Green,snipe,reinforcements,Yellow,0,2,decisive,10774,359.1
Blue,nuke,wall,Green,snipe,speed,Red,0,1,decisive,5723,190.8
Blue,nuke,wall,Green,snipe,wall,Red,0,1,decisive,9005,300.2
Blue,nuke,wall,Green,freeze,heal,Purple,0,0,draw,9829,327.6
Blue,nuke,wall,Green,freeze,reinforcements,Red,0,2,decisive,9337,311.2
Blue,nuke,wall,Green,freeze,speed,Orange,0,1,decisive,10860,362.0
Blue,nuke,wall,Green,freeze,wall,Orange,0,0,draw,9819,327.3
Blue,nuke,wall,Orange,nuke,heal,Red,0,1,decisive,8126,270.9
Blue,nuke,wall,Orange,nuke,reinforcements,Purple,0,2,decisive,6686,222.9
Blue,nuke,wall,Orange,nuke,speed,White,0,1,decisive,7525,250.8
Blue,nuke,wall,Orange,nuke,wall,Orange,0,1,decisive,8757,291.9
Blue,nuke,wall,Orange,firebomb,heal,Green,0,1,decisive,9274,309.1
Blue,nuke,wall,Orange,firebomb,reinforcements,Purple,0,2,decisive,7534,251.1
Blue,nuke,wall,Orange,firebomb,speed,Black,0,1,decisive,8790,293.0
Blue,nuke,wall,Orange,firebomb,wall,Green,0,1,decisive,9373,312.4
Blue,nuke,wall,Orange,snipe,heal,Red,0,1,decisive,7532,251.1
Blue,nuke,wall,Orange,snipe,reinforcements,Black,0,2,decisive,6885,229.5
Blue,nuke,wall,Orange,snipe,speed,Purple,0,1,decisive,8257,275.2
Blue,nuke,wall,Orange,snipe,wall,Orange,0,1,decisive,8889,296.3
Blue,nuke,wall,Orange,freeze,heal,Blue,0,1,decisive,9526,317.5
Blue,nuke,wall,Orange,freeze,reinforcements,Blue,0,2,decisive,6479,216.0
Blue,nuke,wall,Orange,freeze,speed,Green,0,1,decisive,9210,307.0
Blue,nuke,wall,Orange,freeze,wall,Purple,0,1,decisive,8834,294.5
Blue,nuke,wall,Purple,nuke,heal,Orange,0,2,decisive,10336,344.5
Blue,nuke,wall,Purple,nuke,reinforcements,Purple,0,2,decisive,6675,222.5
Blue,nuke,wall,Purple,nuke,speed,Green,0,1,decisive,9145,304.8
Blue,nuke,wall,Purple,nuke,wall,Green,0,1,decisive,9222,307.4
Blue,nuke,wall,Purple,firebomb,heal,White,0,1,decisive,9409,313.6
Blue,nuke,wall,Purple,firebomb,reinforcements,Orange,0,2,decisive,9031,301.0
Blue,nuke,wall,Purple,firebomb,speed,Orange,0,1,decisive,9161,305.4
Blue,nuke,wall,Purple,firebomb,wall,White,0,1,decisive,9079,302.6
Blue,nuke,wall,Purple,snipe,heal,Purple,0,1,decisive,8676,289.2
Blue,nuke,wall,Purple,snipe,reinforcements,Yellow,0,2,decisive,7650,255.0
Blue,nuke,wall,Purple,snipe,speed,Orange,0,1,decisive,8219,274.0
Blue,nuke,wall,Purple,snipe,wall,Purple,0,1,decisive,9225,307.5
Blue,nuke,wall,Purple,freeze,heal,Black,0,2,decisive,11800,393.3
Blue,nuke,wall,Purple,freeze,reinforcements,Blue,0,2,decisive,5157,171.9
Blue,nuke,wall,Purple,freeze,speed,Red,0,1,decisive,6667,222.2
Blue,nuke,wall,Purple,freeze,wall,White,0,1,decisive,8676,289.2
Blue,nuke,wall,Red,nuke,heal,Yellow,0,1,decisive,7213,240.4
Blue,nuke,wall,Red,nuke,reinforcements,Red,0,2,decisive,9825,327.5
Blue,nuke,wall,Red,nuke,speed,Red,0,1,decisive,6124,204.1
Blue,nuke,wall,Red,nuke,wall,Green,1,1,decisive,10421,347.4
Blue,nuke,wall,Red,firebomb,heal,Yellow,0,1,decisive,8422,280.7
Blue,nuke,wall,Red,firebomb,reinforcements,Orange,0,2,decisive,8778,292.6
Blue,nuke,wall,Red,firebomb,speed,Blue,0,1,decisive,5975,199.2
Blue,nuke,wall,Red,firebomb,wall,Orange,0,1,decisive,8893,296.4
Blue,nuke,wall,Red,snipe,heal,Orange,0,1,decisive,7593,253.1
Blue,nuke,wall,Red,snipe,reinforcements,Blue,0,1,decisive,8020,267.3
Blue,nuke,wall,Red,snipe,speed,Purple,0,1,decisive,5433,181.1
Blue,nuke,wall,Red,snipe,wall,Orange,0,1,decisive,8779,292.6
Blue,nuke,wall,Red,freeze,heal,Red,0,1,decisive,7729,257.6
Blue,nuke,wall,Red,freeze,reinforcements,White,0,1,decisive,7761,258.7
Blue,nuke,wall,Red,freeze,speed,Purple,0,1,decisive,8009,267.0
Blue,nuke,wall,Red,freeze,wall,Purple,0,1,decisive,9272,309.1
Blue,nuke,wall,White,nuke,heal,Red,0,2,decisive,8925,297.5
Blue,nuke,wall,White,nuke,reinforcements,Red,0,2,decisive,8587,286.2
Blue,nuke,wall,White,nuke,speed,White,0,1,decisive,7106,236.9
Blue,nuke,wall,White,nuke,wall,Green,0,0,draw,8749,291.6
Blue,nuke,wall,White,firebomb,heal,Blue,0,1,decisive,6427,214.2
Blue,nuke,wall,White,firebomb,reinforcements,White,0,2,decisive,8732,291.1
Blue,nuke,wall,White,firebomb,speed,White,0,1,decisive,7246,241.5
Blue,nuke,wall,White,firebomb,wall,Yellow,0,2,decisive,8401,280.0
Blue,nuke,wall,White,snipe,heal,Red,0,2,decisive,11111,370.4
Blue,nuke,wall,White,snipe,reinforcements,Yellow,0,2,decisive,6557,218.6
Blue,nuke,wall,White,snipe,speed,Purple,0,1,decisive,6288,209.6
Blue,nuke,wall,White,snipe,wall,Blue,0,1,decisive,9190,306.3
Blue,nuke,wall,White,freeze,heal,Blue,0,2,decisive,8735,291.2
Blue,nuke,wall,White,freeze,reinforcements,Yellow,0,2,decisive,7738,257.9
Blue,nuke,wall,White,freeze,speed,Red,0,1,decisive,7498,249.9
Blue,nuke,wall,White,freeze,wall,Purple,0,2,decisive,8482,282.7
Blue,nuke,wall,Yellow,nuke,heal,Red,0,1,decisive,6401,213.4
Blue,nuke,wall,Yellow,nuke,reinforcements,Green,0,1,decisive,7962,265.4
Blue,nuke,wall,Yellow,nuke,speed,Black,0,1,decisive,8195,273.2
Blue,nuke,wall,Yellow,nuke,wall,Yellow,0,1,decisive,6389,213.0
Blue,nuke,wall,Yellow,firebomb,heal,Yellow,0,2,decisive,11880,396.0
Blue,nuke,wall,Yellow,firebomb,reinforcements,Yellow,0,2,decisive,7614,253.8
Blue,nuke,wall,Yellow,firebomb,speed,Blue,0,1,decisive,10386,346.2
Blue,nuke,wall,Yellow,firebomb,wall,Orange,0,1,decisive,6322,210.7
Blue,nuke,wall,Yellow,snipe,heal,Black,0,1,decisive,7246,241.5
Blue,nuke,wall,Yellow,snipe,reinforcements,Purple,1,2,decisive,8202,273.4
Blue,nuke,wall,Yellow,snipe,speed,Purple,0,1,decisive,6388,212.9
Blue,nuke,wall,Yellow,snipe,wall,Purple,0,1,decisive,6336,211.2
Blue,nuke,wall,Yellow,freeze,heal,White,0,1,decisive,7437,247.9
Blue,nuke,wall,Yellow,freeze,reinforcements,Blue,0,2,decisive,7386,246.2
Blue,nuke,wall,Yellow,freeze,speed,Orange,0,2,decisive,7118,237.3
Blue,nuke,wall,Yellow,freeze,wall,Red,0,2,decisive,7527,250.9
Blue,firebomb,heal,Black,nuke,heal,Blue,0,1,decisive,6317,210.6
Blue,firebomb,heal,Black,nuke,reinforcements,Green,0,2,decisive,7973,265.8
Blue,firebomb,heal,Black,nuke,speed,Purple,0,1,decisive,6807,226.9
Blue,firebomb,heal,Black,nuke,wall,Purple,0,2,decisive,8840,294.7
Blue,firebomb,heal,Black,firebomb,heal,Green,0,2,decisive,8907,296.9
Blue,firebomb,heal,Black,firebomb,reinforcements,Purple,0,2,decisive,6293,209.8
Blue,firebomb,heal,Black,firebomb,speed,Yellow,0,1,decisive,8930,297.7
Blue,firebomb,heal,Black,firebomb,wall,Black,0,2,decisive,8870,295.7
Blue,firebomb,heal,Black,snipe,heal,Blue,0,1,decisive,10527,350.9
Blue,firebomb,heal,Black,snipe,reinforcements,Red,0,2,decisive,5687,189.6
Blue,firebomb,heal,Black,snipe,speed,Purple,0,1,decisive,6379,212.6
Blue,firebomb,heal,Black,snipe,wall,Orange,0,1,decisive,9049,301.6
Blue,firebomb,heal,Black,freeze,heal,Yellow,0,1,decisive,7611,253.7
Blue,firebomb,heal,Black,freeze,reinforcements,White,0,2,decisive,5022,167.4
Blue,firebomb,heal,Black,freeze,speed,Orange,0,1,decisive,8819,294.0
Blue,firebomb,heal,Black,freeze,wall,White,0,2,decisive,8869,295.6
Blue,firebomb,heal,Blue,nuke,heal,Purple,0,1,decisive,8321,277.4
Blue,firebomb,heal,Blue,nuke,reinforcements,Blue,1,2,decisive,8404,280.1
Blue,firebomb,heal,Blue,nuke,speed,Orange,0,2,decisive,7862,262.1
Blue,firebomb,heal,Blue,nuke,wall,Red,0,0,draw,8539,284.6
Blue,firebomb,heal,Blue,firebomb,heal,Red,0,0,draw,8659,288.6
Blue,firebomb,heal,Blue,firebomb,reinforcements,Red,0,2,decisive,10277,342.6
Blue,firebomb,heal,Blue,firebomb,speed,Orange,0,2,decisive,8031,267.7
Blue,firebomb,heal,Blue,firebomb,wall,Yellow,0,0,draw,8599,286.6
Blue,firebomb,heal,Blue,snipe,heal,Purple,0,1,decisive,8416,280.5
Blue,firebomb,heal,Blue,snipe,reinforcements,Orange,0,1,decisive,12152,405.1
Blue,firebomb,heal,Blue,snipe,speed,Black,0,2,decisive,8106,270.2
Blue,firebomb,heal,Blue,snipe,wall,Orange,0,1,decisive,8278,275.9
Blue,firebomb,heal,Blue,freeze,heal,Orange,0,0,draw,8749,291.6
Blue,firebomb,heal,Blue,freeze,reinforcements,Blue,0,2,decisive,10089,336.3
Blue,firebomb,heal,Blue,freeze,speed,Orange,0,2,decisive,8254,275.1
Blue,firebomb,heal,Blue,freeze,wall,Blue,0,2,decisive,8419,280.6
Blue,firebomb,heal,Green,nuke,heal,Orange,1,2,decisive,8039,268.0
Blue,firebomb,heal,Green,nuke,reinforcements,White,0,2,decisive,8608,286.9
Blue,firebomb,heal,Green,nuke,speed,Purple,0,1,decisive,7441,248.0
Blue,firebomb,heal,Green,nuke,wall,Green,0,2,decisive,7645,254.8
Blue,firebomb,heal,Green,firebomb,heal,Black,0,2,decisive,9134,304.5
Blue,firebomb,heal,Green,firebomb,reinforcements,Purple,0,2,decisive,8446,281.5
Blue,firebomb,heal,Green,firebomb,speed,Red,0,1,decisive,6518,217.3
Blue,firebomb,heal,Green,firebomb,wall,Red,0,2,decisive,9100,303.3
Blue,firebomb,heal,Green,snipe,heal,Red,0,1,decisive,6704,223.5
Blue,firebomb,heal,Green,snipe,reinforcements,Orange,0,2,decisive,11023,367.4
Blue,firebomb,heal,Green,snipe,speed,Orange,0,1,decisive,8112,270.4
Blue,firebomb,heal,Green,snipe,wall,Black,0,1,decisive,10555,351.8
Blue,firebomb,heal,Green,freeze,heal,Blue,0,2,decisive,9844,328.1
Blue,firebomb,heal,Green,freeze,reinforcements,Black,0,2,decisive,8117,270.6
Blue,firebomb,heal,Green,freeze,speed,Purple,0,2,decisive,7283,242.8
Blue,firebomb,heal,Green,freeze,wall,Yellow,0,2,decisive,9244,308.1
Blue,firebomb,heal,Orange,nuke,heal,Red,0,1,decisive,7066,235.5
Blue,firebomb,heal,Orange,nuke,reinforcements,White,0,2,decisive,6365,212.2
Blue,firebomb,heal,Orange,nuke,speed,Green,0,1,decisive,7640,254.7
Blue,firebomb,heal,Orange,nuke,wall,Purple,0,1,decisive,8614,287.1
Blue,firebomb,heal,Orange,firebomb,heal,Red,0,1,decisive,10104,336.8
Blue,firebomb,heal,Orange,firebomb,reinforcements,Purple,0,2,decisive,6593,219.8
Blue,firebomb,heal,Orange,firebomb,speed,Green,0,1,decisive,8723,290.8
Blue,firebomb,heal,Orange,firebomb,wall,Red,0,1,decisive,8975,299.2
Blue,firebomb,heal,Orange,snipe,heal,White,0,1,decisive,9158,305.3
Blue,firebomb,heal,Orange,snipe,reinforcements,Purple,0,2,decisive,6765,225.5
Blue,firebomb,heal,Orange,snipe,speed,Orange,0,1,decisive,8133,271.1
Blue,firebomb,heal,Orange,snipe,wall,Red,0,1,decisive,7948,264.9
Blue,firebomb,heal,Orange,freeze,heal,Green,0,1,decisive,9089,303.0
Blue,firebomb,heal,Orange,freeze,reinforcements,Blue,1,2,decisive,6620,220.7
Blue,firebomb,heal,Orange,freeze,speed,Red,1,1,decisive,8365,278.8
Blue,firebomb,heal,Orange,freeze,wall,Orange,0,2,decisive,9711,323.7
Blue,firebomb,heal,Purple,nuke,heal,Yellow,0,1,decisive,9599,320.0
Blue,firebomb,heal,Purple,nuke,reinforcements,Purple,0,2,decisive,6504,216.8
Blue,firebomb,heal,Purple,nuke,speed,White,0,1,decisive,8926,297.5
Blue,firebomb,heal,Purple,nuke,wall,Red,0,2,decisive,9618,320.6
Blue,firebomb,heal,Purple,firebomb,heal,White,0,1,decisive,9393,313.1
Blue,firebomb,heal,Purple,firebomb,reinforcements,Red,0,2,decisive,8767,292.2
Blue,firebomb,heal,Purple,firebomb,speed,Purple,0,1,decisive,8071,269.0
Blue,firebomb,heal,Purple,firebomb,wall,Yellow,0,1,decisive,9250,308.3
Blue,firebomb,heal,Purple,snipe,heal,Blue,0,2,decisive,10151,338.4
Blue,firebomb,heal,Purple,snipe,reinforcements,Yellow,0,2,decisive,7442,248.1
Blue,firebomb,heal,Purple,snipe,speed,Green,0,1,decisive,7160,238.7
Blue,firebomb,heal,Purple,snipe,wall,Purple,0,1,decisive,9210,307.0
Blue,firebomb,heal,Purple,freeze,heal,Red,0,2,decisive,7439,248.0
Blue,firebomb,heal,Purple,freeze,reinforcements,Yellow,0,2,decisive,9277,309.2
Blue,firebomb,heal,Purple,freeze,speed,Blue,0,1,decisive,6532,217.7
Blue,firebomb,heal,Purple,freeze,wall,Blue,0,2,decisive,10356,345.2
Blue,firebomb,heal,Red,nuke,heal,Red,0,1,decisive,6383,212.8
Blue,firebomb,heal,Red,nuke,reinforcements,Red,0,2,decisive,4905,163.5
Blue,firebomb,heal,Red,nuke,speed,Red,0,1,decisive,8601,286.7
Blue,firebomb,heal,Red,nuke,wall,Red,0,2,decisive,9202,306.7
Blue,firebomb,heal,Red,firebomb,heal,Blue,0,2,decisive,7826,260.9
Blue,firebomb,heal,Red,firebomb,reinforcements,Orange,0,2,decisive,6630,221.0
Blue,firebomb,heal,Red,firebomb,speed,Black,0,1,decisive,6235,207.8
Blue,firebomb,heal,Red,firebomb,wall,Red,0,2,decisive,9124,304.1
Blue,firebomb,heal,Red,snipe,heal,White,0,2,decisive,9519,317.3
Blue,firebomb,heal,Red,snipe,reinforcements,Green,0,2,decisive,8769,292.3
Blue,firebomb,heal,Red,snipe,speed,Orange,0,1,decisive,6612,220.4
Blue,firebomb,heal,Red,snipe,wall,Red,0,2,decisive,7908,263.6
Blue,firebomb,heal,Red,freeze,heal,Black,0,1,decisive,8687,289.6
Blue,firebomb,heal,Red,freeze,reinforcements,Green,0,2,decisive,7311,243.7
Blue,firebomb,heal,Red,freeze,speed,Blue,1,1,decisive,7009,233.6
Blue,firebomb,heal,Red,freeze,wall,Orange,0,2,decisive,8946,298.2
Blue,firebomb,heal,White,nuke,heal,Yellow,0,1,decisive,8842,294.7
Blue,firebomb,heal,White,nuke,reinforcements,White,0,2,decisive,5317,177.2
Blue,firebomb,heal,White,nuke,speed,Blue,0,1,decisive,6826,227.5
Blue,firebomb,heal,White,nuke,wall,Blue,0,2,decisive,8328,277.6
Blue,firebomb,heal,White,firebomb,heal,Purple,0,1,decisive,8373,279.1
Blue,firebomb,heal,White,firebomb,reinforcements,Red,0,2,decisive,5778,192.6
Blue,firebomb,heal,White,firebomb,speed,Blue,0,1,decisive,7475,249.2
Blue,firebomb,heal,White,firebomb,wall,Blue,0,2,decisive,7939,264.6
Blue,firebomb,heal,White,snipe,heal,Purple,0,1,decisive,7063,235.4
Blue,firebomb,heal,White,snipe,reinforcements,Yellow,0,1,decisive,11347,378.2
Blue,firebomb,heal,White,snipe,speed,Blue,0,1,decisive,7612,253.7
Blue,firebomb,heal,White,snipe,wall,Blue,0,2,decisive,8811,293.7
Blue,firebomb,heal,White,freeze,heal,Green,0,1,decisive,8306,276.9
Blue,firebomb,heal,White,freeze,reinforcements,White,0,2,decisive,4539,151.3
Blue,firebomb,heal,White,freeze,speed,Green,0,1,decisive,8397,279.9
Blue,firebomb,heal,White,freeze,wall,Green,0,2,decisive,8495,283.2
Blue,firebomb,heal,Yellow,nuke,heal,Orange,0,2,decisive,4939,164.6
Blue,firebomb,heal,Yellow,nuke,reinforcements,Red,0,2,decisive,5450,181.7
Blue,firebomb,heal,Yellow,nuke,speed,Yellow,0,1,decisive,5251,175.0
Blue,firebomb,heal,Yellow,nuke,wall,White,0,2,decisive,8461,282.0
Blue,firebomb,heal,Yellow,firebomb,heal,Purple,0,1,decisive,4925,164.2
Blue,firebomb,heal,Yellow,firebomb,reinforcements,Blue,0,2,decisive,4960,165.3
Blue,firebomb,heal,Yellow,firebomb,speed,Yellow,0,1,decisive,6403,213.4
Blue,firebomb,heal,Yellow,firebomb,wall,Orange,0,1,decisive,6921,230.7
Blue,firebomb,heal,Yellow,snipe,heal,White,0,2,decisive,6536,217.9
Blue,firebomb,heal,Yellow,snipe,reinforcements,Red,0,2,decisive,8840,294.7
Blue,firebomb,heal,Yellow,snipe,speed,Orange,0,1,decisive,5773,192.4
Blue,firebomb,heal,Yellow,snipe,wall,Black,0,1,decisive,6406,213.5
Blue,firebomb,heal,Yellow,freeze,heal,Yellow,0,1,decisive,5781,192.7
Blue,firebomb,heal,Yellow,freeze,reinforcements,Blue,0,2,decisive,5097,169.9
Blue,firebomb,heal,Yellow,freeze,speed,Orange,0,1,decisive,6084,202.8
Blue,firebomb,heal,Yellow,freeze,wall,Red,0,1,decisive,8569,285.6
Blue,firebomb,reinforcements,Black,nuke,heal,Purple,0,1,decisive,9829,327.6
Blue,firebomb,reinforcements,Black,nuke,reinforcements,Blue,0,2,decisive,6694,223.1
Blue,firebomb,reinforcements,Black,nuke,speed,Red,0,1,decisive,7157,238.6
Blue,firebomb,reinforcements,Black,nuke,wall,Green,0,1,decisive,9359,312.0
Blue,firebomb,reinforcements,Black,firebomb,heal,Yellow,0,1,decisive,7682,256.1
Blue,firebomb,reinforcements,Black,firebomb,reinforcements,White,0,2,decisive,10519,350.6
Blue,firebomb,reinforcements,Black,firebomb,speed,Red,0,1,decisive,10334,344.5
Blue,firebomb,reinforcements,Black,firebomb,wall,Yellow,0,0,draw,9619,320.6
Blue,firebomb,reinforcements,Black,snipe,heal,Red,0,1,decisive,7485,249.5
Blue,firebomb,reinforcements,Black,snipe,reinforcements,Orange,0,1,decisive,14304,476.8
Blue,firebomb,reinforcements,Black,snipe,speed,Green,0,1,decisive,7692,256.4
Blue,firebomb,reinforcements,Black,snipe,wall,White,0,1,decisive,8872,295.7
Blue,firebomb,reinforcements,Black,freeze,heal,Yellow,1,1,decisive,7402,246.7
Blue,firebomb,reinforcements,Black,freeze,reinforcements,Blue,0,2,decisive,9817,327.2
Blue,firebomb,reinforcements,Black,freeze,speed,Yellow,0,1,decisive,7352,245.1
Blue,firebomb,reinforcements,Black,freeze,wall,Black,0,1,decisive,9037,301.2
Blue,firebomb,reinforcements,Blue,nuke,heal,White,0,1,decisive,9023,300.8
Blue,firebomb,reinforcements,Blue,nuke,reinforcements,Orange,0,1,decisive,8526,284.2
Blue,firebomb,reinforcements,Blue,nuke,speed,Orange,0,1,decisive,4793,159.8
Blue,firebomb,reinforcements,Blue,nuke,wall,White,0,2,decisive,7556,251.9
Blue,firebomb,reinforcements,Blue,firebomb,heal,Red,0,1,decisive,8077,269.2
Blue,firebomb,reinforcements,Blue,firebomb,reinforcements,Purple,0,2,decisive,7870,262.3
Blue,firebomb,reinforcements,Blue,firebomb,speed,Red,0,1,decisive,7986,266.2
Blue,firebomb,reinforcements,Blue,firebomb,wall,Red,0,1,decisive,9139,304.6
Blue,firebomb,reinforcements,Blue,snipe,heal,Black,0,1,decisive,7376,245.9
Blue,firebomb,reinforcements,Blue,snipe,reinforcements,White,0,1,decisive,16003,533.4
Blue,firebomb,reinforcements,Blue,snipe,speed,Red,0,1,decisive,6778,225.9
Blue,firebomb,reinforcements,Blue,snipe,wall,Green,0,1,decisive,9342,311.4
Blue,firebomb,reinforcements,Blue,freeze,heal,Blue,0,0,draw,9889,329.6
Blue,firebomb,reinforcements,Blue,freeze,reinforcements,White,0,1,decisive,7308,243.6
Blue,firebomb,reinforcements,Blue,freeze,speed,Green,0,1,decisive,9893,329.8
Blue,firebomb,reinforcements,Blue,freeze,wall,Purple,0,1,decisive,9293,309.8
Blue,firebomb,reinforcements,Green,nuke,heal,White,0,1,decisive,5815,193.8
Blue,firebomb,reinforcements,Green,nuke,reinforcements,Yellow,0,2,decisive,9827,327.6
Blue,firebomb,reinforcements,Green,nuke,speed,Red,0,1,decisive,5390,179.7
Blue,firebomb,reinforcements,Green,nuke,wall,White,0,1,decisive,9015,300.5
Blue,firebomb,reinforcements,Green,firebomb,heal,Blue,0,1,decisive,8300,276.7
Blue,firebomb,reinforcements,Green,firebomb,reinforcements,Orange,0,1,timeout,18000,600.0
Blue,firebomb,reinforcements,Green,firebomb,speed,Green,0,1,decisive,5672,189.1
Blue,firebomb,reinforcements,Green,firebomb,wall,Black,0,1,decisive,9067,302.2
Blue,firebomb,reinforcements,Green,snipe,heal,Orange,1,1,decisive,5100,170.0
Blue,firebomb,reinforcements,Green,snipe,reinforcements,Green,0,1,decisive,10329,344.3
Blue,firebomb,reinforcements,Green,snipe,speed,Red,0,1,decisive,4679,156.0
Blue,firebomb,reinforcements,Green,snipe,wall,Red,0,1,decisive,9003,300.1
Blue,firebomb,reinforcements,Green,freeze,heal,White,0,1,decisive,8177,272.6
Blue,firebomb,reinforcements,Green,freeze,reinforcements,Purple,0,2,decisive,10222,340.7
Blue,firebomb,reinforcements,Green,freeze,speed,Green,0,1,decisive,5378,179.3
Blue,firebomb,reinforcements,Green,freeze,wall,Orange,0,1,decisive,5385,179.5
Blue,firebomb,reinforcements,Orange,nuke,heal,Red,0,1,decisive,10398,346.6
Blue,firebomb,reinforcements,Orange,nuke,reinforcements,Blue,0,1,decisive,15489,516.3
Blue,firebomb,reinforcements,Orange,nuke,speed,Blue,0,1,decisive,7385,246.2
Blue,firebomb,reinforcements,Orange,nuke,wall,Green,0,1,decisive,9617,320.6
Blue,firebomb,reinforcements,Orange,firebomb,heal,Yellow,0,1,decisive,7382,246.1
Blue,firebomb,reinforcements,Orange,firebomb,reinforcements,Orange,0,2,decisive,11322,377.4
Blue,firebomb,reinforcements,Orange,firebomb,speed,Black,0,1,decisive,8029,267.6
Blue,firebomb,reinforcements,Orange,firebomb,wall,Black,0,2,decisive,10105,336.8
Blue,firebomb,reinforcements,Orange,snipe,heal,Orange,0,1,decisive,8655,288.5
Blue,firebomb,reinforcements,Orange,snipe,reinforcements,Green,0,2,decisive,4874,162.5
Blue,firebomb,reinforcements,Orange,snipe,speed,Yellow,0,1,decisive,7303,243.4
Blue,firebomb,reinforcements,Orange,snipe,wall,Orange,0,1,decisive,6962,232.1
Blue,firebomb,reinforcements,Orange,freeze,heal,Red,0,1,decisive,7419,247.3
Blue,firebomb,reinforcements,Orange,freeze,reinforcements,Green,0,2,decisive,9655,321.8
Blue,firebomb,reinforcements,Orange,freeze,speed,Blue,0,1,decisive,5364,178.8
Blue,firebomb,reinforcements,Orange,freeze,wall,Purple,0,1,decisive,9668,322.3
Blue,firebomb,reinforcements,Purple,nuke,heal,Yellow,0,1,decisive,11177,372.6
Blue,firebomb,reinforcements,Purple,nuke,reinforcements,Green,0,1,decisive,14592,486.4
Blue,firebomb,reinforcements,Purple,nuke,speed,Yellow,0,1,decisive,7414,247.1
Blue,firebomb,reinforcements,Purple,nuke,wall,Red,0,2,decisive,10830,361.0
Blue,firebomb,reinforcements,Purple,firebomb,heal,White,0,1,decisive,9365,312.2
Blue,firebomb,reinforcements,Purple,firebomb,reinforcements,Green,0,2,decisive,7010,233.7
Blue,firebomb,reinforcements,Purple,firebomb,speed,Yellow,0,1,decisive,7613,253.8
Blue,firebomb,reinforcements,Purple,firebomb,wall,Orange,0,1,decisive,10468,348.9
Blue,firebomb,reinforcements,Purple,snipe,heal,White,0,1,decisive,7232,241.1
Blue,firebomb,reinforcements,Purple,snipe,reinforcements,Green,0,1,decisive,11643,388.1
Blue,firebomb,reinforcements,Purple,snipe,speed,Yellow,0,1,decisive,7327,244.2
Blue,firebomb,reinforcements,Purple,snipe,wall,Orange,0,1,decisive,9919,330.6
Blue,firebomb,reinforcements,Purple,freeze,heal,Blue,0,1,decisive,9624,320.8
Blue,firebomb,reinforcements,Purple,freeze,reinforcements,White,0,2,decisive,15539,518.0
Blue,firebomb,reinforcements,Purple,freeze,speed,Red,0,1,decisive,7662,255.4
Blue,firebomb,reinforcements,Purple,freeze,wall,White,1,1,decisive,7143,238.1
Blue,firebomb,reinforcements,Red,nuke,heal,Blue,0,1,decisive,7279,242.6
